"","MIL","LAD","Series Winner"
"12701","1","3","LAD"
"12702","2","3","LAD"
"12703","1","3","LAD"
"12704","0","3","LAD"
"12705","0","3","LAD"
"12706","1","3","LAD"
"12707","2","3","LAD"
"12708","1","3","LAD"
"12709","2","3","LAD"
"12710","1","3","LAD"
"12711","0","3","LAD"
"12712","0","3","LAD"
"12713","2","3","LAD"
"12714","2","3","LAD"
"12715","2","3","LAD"
"12716","0","3","LAD"
"12717","0","3","LAD"
"12718","0","3","LAD"
"12719","2","3","LAD"
"12720","1","3","LAD"
"12721","2","3","LAD"
"12722","0","3","LAD"
"12723","0","3","LAD"
"12724","1","3","LAD"
"12725","2","3","LAD"
"12726","1","3","LAD"
"12727","0","3","LAD"
"12728","3","1","MIL"
"12729","1","3","LAD"
"12730","1","3","LAD"
"12731","2","3","LAD"
"12732","0","3","LAD"
"12733","0","3","LAD"
"12734","0","3","LAD"
"12735","0","3","LAD"
"12736","1","3","LAD"
"12737","1","3","LAD"
"12738","2","3","LAD"
"12739","0","3","LAD"
"12740","3","0","MIL"
"12741","0","3","LAD"
"12742","2","3","LAD"
"12743","1","3","LAD"
"12744","2","3","LAD"
"12745","0","3","LAD"
"12746","0","3","LAD"
"12747","1","3","LAD"
"12748","1","3","LAD"
"12749","1","3","LAD"
"12750","0","3","LAD"
"12751","2","3","LAD"
"12752","1","3","LAD"
"12753","1","3","LAD"
"12754","0","3","LAD"
"12755","3","0","MIL"
"12756","1","3","LAD"
"12757","1","3","LAD"
"12758","1","3","LAD"
"12759","0","3","LAD"
"12760","0","3","LAD"
"12761","3","1","MIL"
"12762","0","3","LAD"
"12763","0","3","LAD"
"12764","0","3","LAD"
"12765","0","3","LAD"
"12766","0","3","LAD"
"12767","3","1","MIL"
"12768","0","3","LAD"
"12769","1","3","LAD"
"12770","2","3","LAD"
"12771","3","1","MIL"
"12772","3","1","MIL"
"12773","0","3","LAD"
"12774","1","3","LAD"
"12775","0","3","LAD"
"12776","1","3","LAD"
"12777","0","3","LAD"
"12778","0","3","LAD"
"12779","3","2","MIL"
"12780","0","3","LAD"
"12781","2","3","LAD"
"12782","0","3","LAD"
"12783","2","3","LAD"
"12784","0","3","LAD"
"12785","1","3","LAD"
"12786","3","2","MIL"
"12787","0","3","LAD"
"12788","1","3","LAD"
"12789","1","3","LAD"
"12790","0","3","LAD"
"12791","0","3","LAD"
"12792","2","3","LAD"
"12793","1","3","LAD"
"12794","2","3","LAD"
"12795","1","3","LAD"
"12796","0","3","LAD"
"12797","3","2","MIL"
"12798","2","3","LAD"
"12799","0","3","LAD"
"12800","1","3","LAD"
"12801","0","3","LAD"
"12802","0","3","LAD"
"12803","0","3","LAD"
"12804","2","3","LAD"
"12805","1","3","LAD"
"12806","1","3","LAD"
"12807","1","3","LAD"
"12808","0","3","LAD"
"12809","0","3","LAD"
"12810","1","3","LAD"
"12811","1","3","LAD"
"12812","2","3","LAD"
"12813","1","3","LAD"
"12814","0","3","LAD"
"12815","0","3","LAD"
"12816","3","1","MIL"
"12817","2","3","LAD"
"12818","1","3","LAD"
"12819","3","0","MIL"
"12820","2","3","LAD"
"12821","2","3","LAD"
"12822","0","3","LAD"
"12823","0","3","LAD"
"12824","0","3","LAD"
"12825","1","3","LAD"
"12826","3","2","MIL"
"12827","3","1","MIL"
"12828","0","3","LAD"
"12829","0","3","LAD"
"12830","2","3","LAD"
"12831","0","3","LAD"
"12832","0","3","LAD"
"12833","2","3","LAD"
"12834","3","2","MIL"
"12835","2","3","LAD"
"12836","2","3","LAD"
"12837","0","3","LAD"
"12838","2","3","LAD"
"12839","2","3","LAD"
"12840","3","1","MIL"
"12841","0","3","LAD"
"12842","1","3","LAD"
"12843","2","3","LAD"
"12844","1","3","LAD"
"12845","1","3","LAD"
"12846","0","3","LAD"
"12847","0","3","LAD"
"12848","3","0","MIL"
"12849","0","3","LAD"
"12850","1","3","LAD"
"12851","0","3","LAD"
"12852","3","1","MIL"
"12853","0","3","LAD"
"12854","0","3","LAD"
"12855","2","3","LAD"
"12856","3","0","MIL"
"12857","2","3","LAD"
"12858","0","3","LAD"
"12859","0","3","LAD"
"12860","3","2","MIL"
"12861","2","3","LAD"
"12862","2","3","LAD"
"12863","2","3","LAD"
"12864","0","3","LAD"
"12865","0","3","LAD"
"12866","1","3","LAD"
"12867","1","3","LAD"
"12868","0","3","LAD"
"12869","3","1","MIL"
"12870","2","3","LAD"
"12871","0","3","LAD"
"12872","3","2","MIL"
"12873","3","0","MIL"
"12874","0","3","LAD"
"12875","0","3","LAD"
"12876","1","3","LAD"
"12877","2","3","LAD"
"12878","3","1","MIL"
"12879","0","3","LAD"
"12880","1","3","LAD"
"12881","1","3","LAD"
"12882","1","3","LAD"
"12883","1","3","LAD"
"12884","3","0","MIL"
"12885","0","3","LAD"
"12886","0","3","LAD"
"12887","2","3","LAD"
"12888","1","3","LAD"
"12889","3","0","MIL"
"12890","2","3","LAD"
"12891","1","3","LAD"
"12892","0","3","LAD"
"12893","0","3","LAD"
"12894","3","2","MIL"
"12895","1","3","LAD"
"12896","1","3","LAD"
"12897","1","3","LAD"
"12898","2","3","LAD"
"12899","2","3","LAD"
"12900","3","0","MIL"
"12901","2","3","LAD"
"12902","0","3","LAD"
"12903","2","3","LAD"
"12904","1","3","LAD"
"12905","0","3","LAD"
"12906","2","3","LAD"
"12907","0","3","LAD"
"12908","2","3","LAD"
"12909","2","3","LAD"
"12910","3","1","MIL"
"12911","2","3","LAD"
"12912","3","2","MIL"
"12913","1","3","LAD"
"12914","0","3","LAD"
"12915","1","3","LAD"
"12916","2","3","LAD"
"12917","1","3","LAD"
"12918","1","3","LAD"
"12919","2","3","LAD"
"12920","2","3","LAD"
"12921","0","3","LAD"
"12922","0","3","LAD"
"12923","0","3","LAD"
"12924","2","3","LAD"
"12925","0","3","LAD"
"12926","0","3","LAD"
"12927","2","3","LAD"
"12928","0","3","LAD"
"12929","2","3","LAD"
"12930","0","3","LAD"
"12931","2","3","LAD"
"12932","2","3","LAD"
"12933","0","3","LAD"
"12934","1","3","LAD"
"12935","1","3","LAD"
"12936","1","3","LAD"
"12937","0","3","LAD"
"12938","2","3","LAD"
"12939","1","3","LAD"
"12940","0","3","LAD"
"12941","1","3","LAD"
"12942","0","3","LAD"
"12943","0","3","LAD"
"12944","2","3","LAD"
"12945","1","3","LAD"
"12946","0","3","LAD"
"12947","2","3","LAD"
"12948","1","3","LAD"
"12949","2","3","LAD"
"12950","0","3","LAD"
"12951","1","3","LAD"
"12952","2","3","LAD"
"12953","0","3","LAD"
"12954","2","3","LAD"
"12955","2","3","LAD"
"12956","2","3","LAD"
"12957","2","3","LAD"
"12958","1","3","LAD"
"12959","1","3","LAD"
"12960","0","3","LAD"
"12961","0","3","LAD"
"12962","0","3","LAD"
"12963","0","3","LAD"
"12964","0","3","LAD"
"12965","3","2","MIL"
"12966","2","3","LAD"
"12967","0","3","LAD"
"12968","1","3","LAD"
"12969","0","3","LAD"
"12970","1","3","LAD"
"12971","1","3","LAD"
"12972","0","3","LAD"
"12973","1","3","LAD"
"12974","0","3","LAD"
"12975","3","0","MIL"
"12976","1","3","LAD"
"12977","0","3","LAD"
"12978","1","3","LAD"
"12979","2","3","LAD"
"12980","0","3","LAD"
"12981","0","3","LAD"
"12982","0","3","LAD"
"12983","1","3","LAD"
"12984","0","3","LAD"
"12985","2","3","LAD"
"12986","0","3","LAD"
"12987","3","1","MIL"
"12988","0","3","LAD"
"12989","0","3","LAD"
"12990","1","3","LAD"
"12991","2","3","LAD"
"12992","0","3","LAD"
"12993","3","1","MIL"
"12994","3","1","MIL"
"12995","2","3","LAD"
"12996","1","3","LAD"
"12997","0","3","LAD"
"12998","1","3","LAD"
"12999","0","3","LAD"
"13000","1","3","LAD"
"13001","1","3","LAD"
"13002","2","3","LAD"
"13003","0","3","LAD"
"13004","2","3","LAD"
"13005","0","3","LAD"
"13006","3","2","MIL"
"13007","1","3","LAD"
"13008","3","1","MIL"
"13009","2","3","LAD"
"13010","0","3","LAD"
"13011","0","3","LAD"
"13012","3","2","MIL"
"13013","2","3","LAD"
"13014","2","3","LAD"
"13015","2","3","LAD"
"13016","2","3","LAD"
"13017","0","3","LAD"
"13018","3","2","MIL"
"13019","0","3","LAD"
"13020","2","3","LAD"
"13021","1","3","LAD"
"13022","1","3","LAD"
"13023","1","3","LAD"
"13024","0","3","LAD"
"13025","1","3","LAD"
"13026","0","3","LAD"
"13027","3","1","MIL"
"13028","1","3","LAD"
"13029","2","3","LAD"
"13030","1","3","LAD"
"13031","1","3","LAD"
"13032","1","3","LAD"
"13033","1","3","LAD"
"13034","1","3","LAD"
"13035","2","3","LAD"
"13036","2","3","LAD"
"13037","0","3","LAD"
"13038","0","3","LAD"
"13039","3","0","MIL"
"13040","3","1","MIL"
"13041","1","3","LAD"
"13042","3","1","MIL"
"13043","1","3","LAD"
"13044","2","3","LAD"
"13045","1","3","LAD"
"13046","0","3","LAD"
"13047","1","3","LAD"
"13048","0","3","LAD"
"13049","2","3","LAD"
"13050","2","3","LAD"
"13051","1","3","LAD"
"13052","2","3","LAD"
"13053","0","3","LAD"
"13054","0","3","LAD"
"13055","1","3","LAD"
"13056","1","3","LAD"
"13057","3","1","MIL"
"13058","2","3","LAD"
"13059","1","3","LAD"
"13060","0","3","LAD"
"13061","0","3","LAD"
"13062","0","3","LAD"
"13063","0","3","LAD"
"13064","0","3","LAD"
"13065","0","3","LAD"
"13066","0","3","LAD"
"13067","1","3","LAD"
"13068","0","3","LAD"
"13069","2","3","LAD"
"13070","2","3","LAD"
"13071","1","3","LAD"
"13072","1","3","LAD"
"13073","0","3","LAD"
"13074","2","3","LAD"
"13075","1","3","LAD"
"13076","1","3","LAD"
"13077","0","3","LAD"
"13078","0","3","LAD"
"13079","0","3","LAD"
"13080","2","3","LAD"
"13081","0","3","LAD"
"13082","1","3","LAD"
"13083","0","3","LAD"
"13084","1","3","LAD"
"13085","0","3","LAD"
"13086","3","1","MIL"
"13087","1","3","LAD"
"13088","2","3","LAD"
"13089","0","3","LAD"
"13090","2","3","LAD"
"13091","1","3","LAD"
"13092","0","3","LAD"
"13093","2","3","LAD"
"13094","1","3","LAD"
"13095","1","3","LAD"
"13096","0","3","LAD"
"13097","0","3","LAD"
"13098","2","3","LAD"
"13099","1","3","LAD"
"13100","2","3","LAD"
"13101","0","3","LAD"
"13102","1","3","LAD"
"13103","0","3","LAD"
"13104","2","3","LAD"
"13105","1","3","LAD"
"13106","2","3","LAD"
"13107","2","3","LAD"
"13108","1","3","LAD"
"13109","2","3","LAD"
"13110","2","3","LAD"
"13111","3","2","MIL"
"13112","0","3","LAD"
"13113","0","3","LAD"
"13114","2","3","LAD"
"13115","0","3","LAD"
"13116","1","3","LAD"
"13117","0","3","LAD"
"13118","0","3","LAD"
"13119","0","3","LAD"
"13120","3","1","MIL"
"13121","2","3","LAD"
"13122","1","3","LAD"
"13123","1","3","LAD"
"13124","3","1","MIL"
"13125","3","0","MIL"
"13126","2","3","LAD"
"13127","1","3","LAD"
"13128","1","3","LAD"
"13129","0","3","LAD"
"13130","0","3","LAD"
"13131","1","3","LAD"
"13132","2","3","LAD"
"13133","0","3","LAD"
"13134","1","3","LAD"
"13135","2","3","LAD"
"13136","2","3","LAD"
"13137","1","3","LAD"
"13138","3","2","MIL"
"13139","0","3","LAD"
"13140","2","3","LAD"
"13141","1","3","LAD"
"13142","1","3","LAD"
"13143","2","3","LAD"
"13144","0","3","LAD"
"13145","0","3","LAD"
"13146","0","3","LAD"
"13147","2","3","LAD"
"13148","2","3","LAD"
"13149","0","3","LAD"
"13150","1","3","LAD"
"13151","2","3","LAD"
"13152","0","3","LAD"
"13153","0","3","LAD"
"13154","1","3","LAD"
"13155","1","3","LAD"
"13156","2","3","LAD"
"13157","0","3","LAD"
"13158","0","3","LAD"
"13159","2","3","LAD"
"13160","3","2","MIL"
"13161","0","3","LAD"
"13162","1","3","LAD"
"13163","2","3","LAD"
"13164","2","3","LAD"
"13165","2","3","LAD"
"13166","3","1","MIL"
"13167","3","0","MIL"
"13168","0","3","LAD"
"13169","0","3","LAD"
"13170","2","3","LAD"
"13171","2","3","LAD"
"13172","0","3","LAD"
"13173","0","3","LAD"
"13174","1","3","LAD"
"13175","1","3","LAD"
"13176","0","3","LAD"
"13177","2","3","LAD"
"13178","0","3","LAD"
"13179","1","3","LAD"
"13180","2","3","LAD"
"13181","1","3","LAD"
"13182","0","3","LAD"
"13183","0","3","LAD"
"13184","3","2","MIL"
"13185","0","3","LAD"
"13186","2","3","LAD"
"13187","1","3","LAD"
"13188","0","3","LAD"
"13189","3","2","MIL"
"13190","0","3","LAD"
"13191","1","3","LAD"
"13192","3","2","MIL"
"13193","3","1","MIL"
"13194","2","3","LAD"
"13195","0","3","LAD"
"13196","2","3","LAD"
"13197","2","3","LAD"
"13198","2","3","LAD"
"13199","0","3","LAD"
"13200","0","3","LAD"
"13201","1","3","LAD"
"13202","0","3","LAD"
"13203","0","3","LAD"
"13204","0","3","LAD"
"13205","2","3","LAD"
"13206","2","3","LAD"
"13207","0","3","LAD"
"13208","0","3","LAD"
"13209","2","3","LAD"
"13210","0","3","LAD"
"13211","0","3","LAD"
"13212","0","3","LAD"
"13213","2","3","LAD"
"13214","1","3","LAD"
"13215","1","3","LAD"
"13216","0","3","LAD"
"13217","1","3","LAD"
"13218","1","3","LAD"
"13219","1","3","LAD"
"13220","1","3","LAD"
"13221","3","1","MIL"
"13222","1","3","LAD"
"13223","0","3","LAD"
"13224","0","3","LAD"
"13225","2","3","LAD"
"13226","0","3","LAD"
"13227","2","3","LAD"
"13228","2","3","LAD"
"13229","0","3","LAD"
"13230","0","3","LAD"
"13231","1","3","LAD"
"13232","3","2","MIL"
"13233","0","3","LAD"
"13234","3","0","MIL"
"13235","0","3","LAD"
"13236","0","3","LAD"
"13237","2","3","LAD"
"13238","3","2","MIL"
"13239","2","3","LAD"
"13240","1","3","LAD"
"13241","1","3","LAD"
"13242","1","3","LAD"
"13243","1","3","LAD"
"13244","0","3","LAD"
"13245","3","1","MIL"
"13246","1","3","LAD"
"13247","2","3","LAD"
"13248","2","3","LAD"
"13249","2","3","LAD"
"13250","0","3","LAD"
"13251","0","3","LAD"
"13252","1","3","LAD"
"13253","1","3","LAD"
"13254","1","3","LAD"
"13255","0","3","LAD"
"13256","3","1","MIL"
"13257","2","3","LAD"
"13258","1","3","LAD"
"13259","1","3","LAD"
"13260","1","3","LAD"
"13261","1","3","LAD"
"13262","1","3","LAD"
"13263","1","3","LAD"
"13264","2","3","LAD"
"13265","1","3","LAD"
"13266","2","3","LAD"
"13267","3","0","MIL"
"13268","2","3","LAD"
"13269","0","3","LAD"
"13270","0","3","LAD"
"13271","1","3","LAD"
"13272","1","3","LAD"
"13273","0","3","LAD"
"13274","0","3","LAD"
"13275","2","3","LAD"
"13276","1","3","LAD"
"13277","1","3","LAD"
"13278","2","3","LAD"
"13279","0","3","LAD"
"13280","2","3","LAD"
"13281","0","3","LAD"
"13282","2","3","LAD"
"13283","0","3","LAD"
"13284","2","3","LAD"
"13285","0","3","LAD"
"13286","1","3","LAD"
"13287","0","3","LAD"
"13288","0","3","LAD"
"13289","2","3","LAD"
"13290","0","3","LAD"
"13291","0","3","LAD"
"13292","2","3","LAD"
"13293","1","3","LAD"
"13294","1","3","LAD"
"13295","3","0","MIL"
"13296","1","3","LAD"
"13297","2","3","LAD"
"13298","0","3","LAD"
"13299","1","3","LAD"
"13300","0","3","LAD"
"13301","0","3","LAD"
"13302","2","3","LAD"
"13303","3","2","MIL"
"13304","1","3","LAD"
"13305","1","3","LAD"
"13306","3","0","MIL"
"13307","0","3","LAD"
"13308","0","3","LAD"
"13309","3","2","MIL"
"13310","2","3","LAD"
"13311","1","3","LAD"
"13312","1","3","LAD"
"13313","3","1","MIL"
"13314","1","3","LAD"
"13315","2","3","LAD"
"13316","0","3","LAD"
"13317","1","3","LAD"
"13318","1","3","LAD"
"13319","3","1","MIL"
"13320","0","3","LAD"
"13321","2","3","LAD"
"13322","1","3","LAD"
"13323","3","2","MIL"
"13324","1","3","LAD"
"13325","2","3","LAD"
"13326","3","2","MIL"
"13327","0","3","LAD"
"13328","0","3","LAD"
"13329","1","3","LAD"
"13330","1","3","LAD"
"13331","1","3","LAD"
"13332","0","3","LAD"
"13333","0","3","LAD"
"13334","1","3","LAD"
"13335","1","3","LAD"
"13336","0","3","LAD"
"13337","0","3","LAD"
"13338","3","0","MIL"
"13339","2","3","LAD"
"13340","2","3","LAD"
"13341","0","3","LAD"
"13342","0","3","LAD"
"13343","3","2","MIL"
"13344","1","3","LAD"
"13345","1","3","LAD"
"13346","0","3","LAD"
"13347","1","3","LAD"
"13348","0","3","LAD"
"13349","2","3","LAD"
"13350","1","3","LAD"
"13351","0","3","LAD"
"13352","3","0","MIL"
"13353","1","3","LAD"
"13354","3","1","MIL"
"13355","1","3","LAD"
"13356","0","3","LAD"
"13357","1","3","LAD"
"13358","1","3","LAD"
"13359","1","3","LAD"
"13360","3","0","MIL"
"13361","3","2","MIL"
"13362","3","2","MIL"
"13363","3","0","MIL"
"13364","1","3","LAD"
"13365","0","3","LAD"
"13366","0","3","LAD"
"13367","2","3","LAD"
"13368","1","3","LAD"
"13369","1","3","LAD"
"13370","3","2","MIL"
"13371","3","1","MIL"
"13372","0","3","LAD"
"13373","1","3","LAD"
"13374","3","1","MIL"
"13375","3","0","MIL"
"13376","1","3","LAD"
"13377","3","1","MIL"
"13378","1","3","LAD"
"13379","2","3","LAD"
"13380","1","3","LAD"
"13381","3","0","MIL"
"13382","0","3","LAD"
"13383","3","1","MIL"
"13384","0","3","LAD"
"13385","1","3","LAD"
"13386","0","3","LAD"
"13387","1","3","LAD"
"13388","2","3","LAD"
"13389","0","3","LAD"
"13390","1","3","LAD"
"13391","0","3","LAD"
"13392","0","3","LAD"
"13393","3","1","MIL"
"13394","0","3","LAD"
"13395","2","3","LAD"
"13396","0","3","LAD"
"13397","0","3","LAD"
"13398","1","3","LAD"
"13399","1","3","LAD"
"13400","3","0","MIL"
"13401","2","3","LAD"
"13402","2","3","LAD"
"13403","0","3","LAD"
"13404","0","3","LAD"
"13405","2","3","LAD"
"13406","1","3","LAD"
"13407","0","3","LAD"
"13408","3","2","MIL"
"13409","2","3","LAD"
"13410","1","3","LAD"
"13411","2","3","LAD"
"13412","3","2","MIL"
"13413","1","3","LAD"
"13414","1","3","LAD"
"13415","0","3","LAD"
"13416","1","3","LAD"
"13417","1","3","LAD"
"13418","1","3","LAD"
"13419","1","3","LAD"
"13420","0","3","LAD"
"13421","1","3","LAD"
"13422","2","3","LAD"
"13423","1","3","LAD"
"13424","1","3","LAD"
"13425","2","3","LAD"
"13426","1","3","LAD"
"13427","0","3","LAD"
"13428","1","3","LAD"
"13429","2","3","LAD"
"13430","0","3","LAD"
"13431","0","3","LAD"
"13432","0","3","LAD"
"13433","1","3","LAD"
"13434","0","3","LAD"
"13435","3","0","MIL"
"13436","0","3","LAD"
"13437","1","3","LAD"
"13438","1","3","LAD"
"13439","1","3","LAD"
"13440","2","3","LAD"
"13441","2","3","LAD"
"13442","2","3","LAD"
"13443","1","3","LAD"
"13444","0","3","LAD"
"13445","1","3","LAD"
"13446","0","3","LAD"
"13447","3","0","MIL"
"13448","1","3","LAD"
"13449","1","3","LAD"
"13450","0","3","LAD"
"13451","0","3","LAD"
"13452","1","3","LAD"
"13453","0","3","LAD"
"13454","1","3","LAD"
"13455","1","3","LAD"
"13456","0","3","LAD"
"13457","1","3","LAD"
"13458","3","1","MIL"
"13459","1","3","LAD"
"13460","3","1","MIL"
"13461","1","3","LAD"
"13462","1","3","LAD"
"13463","2","3","LAD"
"13464","0","3","LAD"
"13465","0","3","LAD"
"13466","1","3","LAD"
"13467","1","3","LAD"
"13468","0","3","LAD"
"13469","2","3","LAD"
"13470","1","3","LAD"
"13471","0","3","LAD"
"13472","3","1","MIL"
"13473","0","3","LAD"
"13474","0","3","LAD"
"13475","0","3","LAD"
"13476","0","3","LAD"
"13477","1","3","LAD"
"13478","0","3","LAD"
"13479","1","3","LAD"
"13480","1","3","LAD"
"13481","0","3","LAD"
"13482","3","2","MIL"
"13483","0","3","LAD"
"13484","2","3","LAD"
"13485","3","2","MIL"
"13486","0","3","LAD"
"13487","2","3","LAD"
"13488","0","3","LAD"
"13489","2","3","LAD"
"13490","2","3","LAD"
"13491","1","3","LAD"
"13492","0","3","LAD"
"13493","1","3","LAD"
"13494","2","3","LAD"
"13495","0","3","LAD"
"13496","2","3","LAD"
"13497","0","3","LAD"
"13498","3","1","MIL"
"13499","0","3","LAD"
"13500","2","3","LAD"
"13501","0","3","LAD"
"13502","2","3","LAD"
"13503","0","3","LAD"
"13504","0","3","LAD"
"13505","1","3","LAD"
"13506","1","3","LAD"
"13507","1","3","LAD"
"13508","1","3","LAD"
"13509","0","3","LAD"
"13510","2","3","LAD"
"13511","1","3","LAD"
"13512","0","3","LAD"
"13513","2","3","LAD"
"13514","3","0","MIL"
"13515","0","3","LAD"
"13516","1","3","LAD"
"13517","1","3","LAD"
"13518","0","3","LAD"
"13519","0","3","LAD"
"13520","3","0","MIL"
"13521","0","3","LAD"
"13522","1","3","LAD"
"13523","0","3","LAD"
"13524","2","3","LAD"
"13525","3","1","MIL"
"13526","2","3","LAD"
"13527","0","3","LAD"
"13528","0","3","LAD"
"13529","1","3","LAD"
"13530","1","3","LAD"
"13531","0","3","LAD"
"13532","3","1","MIL"
"13533","2","3","LAD"
"13534","1","3","LAD"
"13535","0","3","LAD"
"13536","3","2","MIL"
"13537","3","2","MIL"
"13538","3","2","MIL"
"13539","0","3","LAD"
"13540","0","3","LAD"
"13541","1","3","LAD"
"13542","2","3","LAD"
"13543","1","3","LAD"
"13544","0","3","LAD"
"13545","3","1","MIL"
"13546","2","3","LAD"
"13547","0","3","LAD"
"13548","1","3","LAD"
"13549","0","3","LAD"
"13550","3","1","MIL"
"13551","0","3","LAD"
"13552","1","3","LAD"
"13553","1","3","LAD"
"13554","0","3","LAD"
"13555","0","3","LAD"
"13556","1","3","LAD"
"13557","0","3","LAD"
"13558","1","3","LAD"
"13559","2","3","LAD"
"13560","1","3","LAD"
"13561","0","3","LAD"
"13562","3","0","MIL"
"13563","1","3","LAD"
"13564","1","3","LAD"
"13565","1","3","LAD"
"13566","3","0","MIL"
"13567","0","3","LAD"
"13568","1","3","LAD"
"13569","1","3","LAD"
"13570","0","3","LAD"
"13571","0","3","LAD"
"13572","1","3","LAD"
"13573","1","3","LAD"
"13574","3","1","MIL"
"13575","0","3","LAD"
"13576","0","3","LAD"
"13577","0","3","LAD"
"13578","0","3","LAD"
"13579","1","3","LAD"
"13580","0","3","LAD"
"13581","2","3","LAD"
"13582","2","3","LAD"
"13583","1","3","LAD"
"13584","1","3","LAD"
"13585","1","3","LAD"
"13586","1","3","LAD"
"13587","3","0","MIL"
"13588","3","1","MIL"
"13589","0","3","LAD"
"13590","0","3","LAD"
"13591","2","3","LAD"
"13592","3","1","MIL"
"13593","1","3","LAD"
"13594","0","3","LAD"
"13595","2","3","LAD"
"13596","1","3","LAD"
"13597","1","3","LAD"
"13598","0","3","LAD"
"13599","0","3","LAD"
"13600","1","3","LAD"
"13601","3","2","MIL"
"13602","0","3","LAD"
"13603","1","3","LAD"
"13604","1","3","LAD"
"13605","2","3","LAD"
"13606","3","2","MIL"
"13607","0","3","LAD"
"13608","3","2","MIL"
"13609","3","2","MIL"
"13610","1","3","LAD"
"13611","1","3","LAD"
"13612","3","2","MIL"
"13613","1","3","LAD"
"13614","1","3","LAD"
"13615","1","3","LAD"
"13616","2","3","LAD"
"13617","3","1","MIL"
"13618","0","3","LAD"
"13619","1","3","LAD"
"13620","0","3","LAD"
"13621","2","3","LAD"
"13622","1","3","LAD"
"13623","2","3","LAD"
"13624","1","3","LAD"
"13625","1","3","LAD"
"13626","1","3","LAD"
"13627","3","1","MIL"
"13628","2","3","LAD"
"13629","1","3","LAD"
"13630","0","3","LAD"
"13631","0","3","LAD"
"13632","1","3","LAD"
"13633","1","3","LAD"
"13634","0","3","LAD"
"13635","0","3","LAD"
"13636","1","3","LAD"
"13637","0","3","LAD"
"13638","1","3","LAD"
"13639","0","3","LAD"
"13640","0","3","LAD"
"13641","3","2","MIL"
"13642","1","3","LAD"
"13643","3","0","MIL"
"13644","3","2","MIL"
"13645","0","3","LAD"
"13646","1","3","LAD"
"13647","1","3","LAD"
"13648","2","3","LAD"
"13649","0","3","LAD"
"13650","3","1","MIL"
"13651","1","3","LAD"
"13652","2","3","LAD"
"13653","0","3","LAD"
"13654","0","3","LAD"
"13655","0","3","LAD"
"13656","1","3","LAD"
"13657","0","3","LAD"
"13658","2","3","LAD"
"13659","0","3","LAD"
"13660","1","3","LAD"
"13661","1","3","LAD"
"13662","1","3","LAD"
"13663","1","3","LAD"
"13664","0","3","LAD"
"13665","1","3","LAD"
"13666","0","3","LAD"
"13667","0","3","LAD"
"13668","1","3","LAD"
"13669","0","3","LAD"
"13670","0","3","LAD"
"13671","1","3","LAD"
"13672","2","3","LAD"
"13673","3","2","MIL"
"13674","0","3","LAD"
"13675","0","3","LAD"
"13676","2","3","LAD"
"13677","1","3","LAD"
"13678","1","3","LAD"
"13679","1","3","LAD"
"13680","2","3","LAD"
"13681","1","3","LAD"
"13682","0","3","LAD"
"13683","1","3","LAD"
"13684","1","3","LAD"
"13685","0","3","LAD"
"13686","0","3","LAD"
"13687","0","3","LAD"
"13688","1","3","LAD"
"13689","2","3","LAD"
"13690","1","3","LAD"
"13691","1","3","LAD"
"13692","3","1","MIL"
"13693","0","3","LAD"
"13694","1","3","LAD"
"13695","1","3","LAD"
"13696","1","3","LAD"
"13697","0","3","LAD"
"13698","2","3","LAD"
"13699","1","3","LAD"
"13700","0","3","LAD"
"13701","2","3","LAD"
"13702","3","1","MIL"
"13703","1","3","LAD"
"13704","1","3","LAD"
"13705","1","3","LAD"
"13706","2","3","LAD"
"13707","2","3","LAD"
"13708","0","3","LAD"
"13709","1","3","LAD"
"13710","0","3","LAD"
"13711","0","3","LAD"
"13712","1","3","LAD"
"13713","0","3","LAD"
"13714","0","3","LAD"
"13715","0","3","LAD"
"13716","0","3","LAD"
"13717","3","1","MIL"
"13718","2","3","LAD"
"13719","1","3","LAD"
"13720","0","3","LAD"
"13721","1","3","LAD"
"13722","2","3","LAD"
"13723","1","3","LAD"
"13724","0","3","LAD"
"13725","0","3","LAD"
"13726","1","3","LAD"
"13727","1","3","LAD"
"13728","2","3","LAD"
"13729","3","1","MIL"
"13730","1","3","LAD"
"13731","3","1","MIL"
"13732","1","3","LAD"
"13733","1","3","LAD"
"13734","2","3","LAD"
"13735","0","3","LAD"
"13736","0","3","LAD"
"13737","0","3","LAD"
"13738","2","3","LAD"
"13739","2","3","LAD"
"13740","2","3","LAD"
"13741","2","3","LAD"
"13742","3","1","MIL"
"13743","3","2","MIL"
"13744","0","3","LAD"
"13745","1","3","LAD"
"13746","0","3","LAD"
"13747","2","3","LAD"
"13748","0","3","LAD"
"13749","0","3","LAD"
"13750","2","3","LAD"
"13751","2","3","LAD"
"13752","0","3","LAD"
"13753","0","3","LAD"
"13754","3","2","MIL"
"13755","0","3","LAD"
"13756","2","3","LAD"
"13757","1","3","LAD"
"13758","1","3","LAD"
"13759","3","2","MIL"
"13760","3","1","MIL"
"13761","1","3","LAD"
"13762","2","3","LAD"
"13763","2","3","LAD"
"13764","1","3","LAD"
"13765","1","3","LAD"
"13766","1","3","LAD"
"13767","0","3","LAD"
"13768","2","3","LAD"
"13769","0","3","LAD"
"13770","1","3","LAD"
"13771","0","3","LAD"
"13772","0","3","LAD"
"13773","2","3","LAD"
"13774","0","3","LAD"
"13775","0","3","LAD"
