"","NYY","HOU","Series Winner"
"26681","1","4","HOU"
"26682","4","0","NYY"
"26683","1","4","HOU"
"26684","1","4","HOU"
"26685","2","4","HOU"
"26686","1","4","HOU"
"26687","4","3","NYY"
"26688","4","1","NYY"
"26689","2","4","HOU"
"26690","3","4","HOU"
"26691","1","4","HOU"
"26692","1","4","HOU"
"26693","1","4","HOU"
"26694","4","2","NYY"
"26695","1","4","HOU"
"26696","0","4","HOU"
"26697","3","4","HOU"
"26698","3","4","HOU"
"26699","0","4","HOU"
"26700","2","4","HOU"
"26701","4","3","NYY"
"26702","0","4","HOU"
"26703","3","4","HOU"
"26704","2","4","HOU"
"26705","1","4","HOU"
"26706","1","4","HOU"
"26707","4","1","NYY"
"26708","3","4","HOU"
"26709","0","4","HOU"
"26710","4","1","NYY"
"26711","3","4","HOU"
"26712","0","4","HOU"
"26713","3","4","HOU"
"26714","0","4","HOU"
"26715","2","4","HOU"
"26716","3","4","HOU"
"26717","2","4","HOU"
"26718","4","2","NYY"
"26719","3","4","HOU"
"26720","1","4","HOU"
"26721","4","2","NYY"
"26722","1","4","HOU"
"26723","4","2","NYY"
"26724","1","4","HOU"
"26725","3","4","HOU"
"26726","2","4","HOU"
"26727","1","4","HOU"
"26728","3","4","HOU"
"26729","1","4","HOU"
"26730","4","1","NYY"
"26731","2","4","HOU"
"26732","0","4","HOU"
"26733","4","3","NYY"
"26734","1","4","HOU"
"26735","4","2","NYY"
"26736","3","4","HOU"
"26737","2","4","HOU"
"26738","3","4","HOU"
"26739","4","0","NYY"
"26740","1","4","HOU"
"26741","2","4","HOU"
"26742","2","4","HOU"
"26743","1","4","HOU"
"26744","0","4","HOU"
"26745","2","4","HOU"
"26746","2","4","HOU"
"26747","3","4","HOU"
"26748","1","4","HOU"
"26749","4","3","NYY"
"26750","1","4","HOU"
"26751","2","4","HOU"
"26752","2","4","HOU"
"26753","1","4","HOU"
"26754","0","4","HOU"
"26755","4","2","NYY"
"26756","3","4","HOU"
"26757","1","4","HOU"
"26758","2","4","HOU"
"26759","2","4","HOU"
"26760","0","4","HOU"
"26761","2","4","HOU"
"26762","0","4","HOU"
"26763","3","4","HOU"
"26764","1","4","HOU"
"26765","4","0","NYY"
"26766","2","4","HOU"
"26767","3","4","HOU"
"26768","3","4","HOU"
"26769","1","4","HOU"
"26770","4","1","NYY"
"26771","1","4","HOU"
"26772","1","4","HOU"
"26773","0","4","HOU"
"26774","4","2","NYY"
"26775","0","4","HOU"
"26776","0","4","HOU"
"26777","2","4","HOU"
"26778","2","4","HOU"
"26779","1","4","HOU"
"26780","1","4","HOU"
"26781","0","4","HOU"
"26782","3","4","HOU"
"26783","1","4","HOU"
"26784","0","4","HOU"
"26785","3","4","HOU"
"26786","4","1","NYY"
"26787","2","4","HOU"
"26788","1","4","HOU"
"26789","4","2","NYY"
"26790","3","4","HOU"
"26791","1","4","HOU"
"26792","3","4","HOU"
"26793","0","4","HOU"
"26794","0","4","HOU"
"26795","2","4","HOU"
"26796","4","1","NYY"
"26797","1","4","HOU"
"26798","1","4","HOU"
"26799","2","4","HOU"
"26800","3","4","HOU"
"26801","4","0","NYY"
"26802","2","4","HOU"
"26803","1","4","HOU"
"26804","3","4","HOU"
"26805","1","4","HOU"
"26806","1","4","HOU"
"26807","1","4","HOU"
"26808","2","4","HOU"
"26809","2","4","HOU"
"26810","0","4","HOU"
"26811","1","4","HOU"
"26812","3","4","HOU"
"26813","3","4","HOU"
"26814","4","3","NYY"
"26815","1","4","HOU"
"26816","2","4","HOU"
"26817","1","4","HOU"
"26818","4","1","NYY"
"26819","1","4","HOU"
"26820","4","3","NYY"
"26821","4","1","NYY"
"26822","3","4","HOU"
"26823","4","1","NYY"
"26824","1","4","HOU"
"26825","2","4","HOU"
"26826","1","4","HOU"
"26827","2","4","HOU"
"26828","4","3","NYY"
"26829","4","1","NYY"
"26830","1","4","HOU"
"26831","2","4","HOU"
"26832","2","4","HOU"
"26833","4","2","NYY"
"26834","2","4","HOU"
"26835","2","4","HOU"
"26836","4","2","NYY"
"26837","0","4","HOU"
"26838","0","4","HOU"
"26839","2","4","HOU"
"26840","0","4","HOU"
"26841","1","4","HOU"
"26842","0","4","HOU"
"26843","3","4","HOU"
"26844","3","4","HOU"
"26845","1","4","HOU"
"26846","3","4","HOU"
"26847","2","4","HOU"
"26848","4","1","NYY"
"26849","3","4","HOU"
"26850","0","4","HOU"
"26851","1","4","HOU"
"26852","0","4","HOU"
"26853","2","4","HOU"
"26854","2","4","HOU"
"26855","2","4","HOU"
"26856","0","4","HOU"
"26857","3","4","HOU"
"26858","3","4","HOU"
"26859","1","4","HOU"
"26860","2","4","HOU"
"26861","0","4","HOU"
"26862","2","4","HOU"
"26863","2","4","HOU"
"26864","2","4","HOU"
"26865","4","1","NYY"
"26866","4","2","NYY"
"26867","4","2","NYY"
"26868","2","4","HOU"
"26869","1","4","HOU"
"26870","2","4","HOU"
"26871","2","4","HOU"
"26872","2","4","HOU"
"26873","3","4","HOU"
"26874","0","4","HOU"
"26875","3","4","HOU"
"26876","3","4","HOU"
"26877","3","4","HOU"
"26878","2","4","HOU"
"26879","3","4","HOU"
"26880","3","4","HOU"
"26881","3","4","HOU"
"26882","4","2","NYY"
"26883","2","4","HOU"
"26884","4","2","NYY"
"26885","0","4","HOU"
"26886","4","3","NYY"
"26887","1","4","HOU"
"26888","1","4","HOU"
"26889","4","2","NYY"
"26890","4","2","NYY"
"26891","4","3","NYY"
"26892","2","4","HOU"
"26893","1","4","HOU"
"26894","3","4","HOU"
"26895","3","4","HOU"
"26896","1","4","HOU"
"26897","1","4","HOU"
"26898","1","4","HOU"
"26899","3","4","HOU"
"26900","3","4","HOU"
"26901","1","4","HOU"
"26902","2","4","HOU"
"26903","1","4","HOU"
"26904","4","1","NYY"
"26905","0","4","HOU"
"26906","0","4","HOU"
"26907","4","2","NYY"
"26908","2","4","HOU"
"26909","3","4","HOU"
"26910","4","1","NYY"
"26911","1","4","HOU"
"26912","3","4","HOU"
"26913","1","4","HOU"
"26914","1","4","HOU"
"26915","3","4","HOU"
"26916","3","4","HOU"
"26917","3","4","HOU"
"26918","0","4","HOU"
"26919","2","4","HOU"
"26920","4","1","NYY"
"26921","2","4","HOU"
"26922","1","4","HOU"
"26923","3","4","HOU"
"26924","0","4","HOU"
"26925","1","4","HOU"
"26926","4","1","NYY"
"26927","3","4","HOU"
"26928","0","4","HOU"
"26929","3","4","HOU"
"26930","0","4","HOU"
"26931","3","4","HOU"
"26932","3","4","HOU"
"26933","3","4","HOU"
"26934","3","4","HOU"
"26935","4","3","NYY"
"26936","0","4","HOU"
"26937","1","4","HOU"
"26938","1","4","HOU"
"26939","2","4","HOU"
"26940","1","4","HOU"
"26941","1","4","HOU"
"26942","1","4","HOU"
"26943","3","4","HOU"
"26944","0","4","HOU"
"26945","2","4","HOU"
"26946","3","4","HOU"
"26947","4","0","NYY"
"26948","4","3","NYY"
"26949","1","4","HOU"
"26950","1","4","HOU"
"26951","1","4","HOU"
"26952","4","3","NYY"
"26953","1","4","HOU"
"26954","0","4","HOU"
"26955","1","4","HOU"
"26956","2","4","HOU"
"26957","3","4","HOU"
"26958","3","4","HOU"
"26959","3","4","HOU"
"26960","4","2","NYY"
"26961","2","4","HOU"
"26962","4","1","NYY"
"26963","1","4","HOU"
"26964","2","4","HOU"
"26965","3","4","HOU"
"26966","4","2","NYY"
"26967","3","4","HOU"
"26968","3","4","HOU"
"26969","0","4","HOU"
"26970","0","4","HOU"
"26971","3","4","HOU"
"26972","3","4","HOU"
"26973","2","4","HOU"
"26974","1","4","HOU"
"26975","4","2","NYY"
"26976","2","4","HOU"
"26977","0","4","HOU"
"26978","2","4","HOU"
"26979","4","0","NYY"
"26980","4","2","NYY"
"26981","2","4","HOU"
"26982","4","1","NYY"
"26983","1","4","HOU"
"26984","4","1","NYY"
"26985","0","4","HOU"
"26986","2","4","HOU"
"26987","2","4","HOU"
"26988","2","4","HOU"
"26989","1","4","HOU"
"26990","3","4","HOU"
"26991","3","4","HOU"
"26992","2","4","HOU"
"26993","4","2","NYY"
"26994","2","4","HOU"
"26995","1","4","HOU"
"26996","2","4","HOU"
"26997","3","4","HOU"
"26998","1","4","HOU"
"26999","2","4","HOU"
"27000","0","4","HOU"
"27001","4","1","NYY"
"27002","4","0","NYY"
"27003","4","1","NYY"
"27004","1","4","HOU"
"27005","4","2","NYY"
"27006","4","2","NYY"
"27007","1","4","HOU"
"27008","1","4","HOU"
"27009","1","4","HOU"
"27010","4","3","NYY"
"27011","3","4","HOU"
"27012","2","4","HOU"
"27013","1","4","HOU"
"27014","0","4","HOU"
"27015","2","4","HOU"
"27016","3","4","HOU"
"27017","3","4","HOU"
"27018","0","4","HOU"
"27019","2","4","HOU"
"27020","3","4","HOU"
"27021","3","4","HOU"
"27022","1","4","HOU"
"27023","2","4","HOU"
"27024","4","3","NYY"
"27025","2","4","HOU"
"27026","1","4","HOU"
"27027","3","4","HOU"
"27028","1","4","HOU"
"27029","1","4","HOU"
"27030","1","4","HOU"
"27031","0","4","HOU"
"27032","4","2","NYY"
"27033","2","4","HOU"
"27034","4","2","NYY"
"27035","0","4","HOU"
"27036","1","4","HOU"
"27037","1","4","HOU"
"27038","4","3","NYY"
"27039","0","4","HOU"
"27040","2","4","HOU"
"27041","2","4","HOU"
"27042","0","4","HOU"
"27043","4","2","NYY"
"27044","2","4","HOU"
"27045","0","4","HOU"
"27046","0","4","HOU"
"27047","3","4","HOU"
"27048","3","4","HOU"
"27049","4","0","NYY"
"27050","4","2","NYY"
"27051","0","4","HOU"
"27052","3","4","HOU"
"27053","2","4","HOU"
"27054","3","4","HOU"
"27055","2","4","HOU"
"27056","0","4","HOU"
"27057","3","4","HOU"
"27058","3","4","HOU"
"27059","1","4","HOU"
"27060","3","4","HOU"
"27061","1","4","HOU"
"27062","4","2","NYY"
"27063","3","4","HOU"
"27064","0","4","HOU"
"27065","3","4","HOU"
"27066","1","4","HOU"
"27067","2","4","HOU"
"27068","1","4","HOU"
"27069","2","4","HOU"
"27070","0","4","HOU"
"27071","1","4","HOU"
"27072","2","4","HOU"
"27073","0","4","HOU"
"27074","2","4","HOU"
"27075","3","4","HOU"
"27076","2","4","HOU"
"27077","1","4","HOU"
"27078","3","4","HOU"
"27079","2","4","HOU"
"27080","3","4","HOU"
"27081","3","4","HOU"
"27082","4","3","NYY"
"27083","3","4","HOU"
"27084","2","4","HOU"
"27085","4","3","NYY"
"27086","0","4","HOU"
"27087","1","4","HOU"
"27088","1","4","HOU"
"27089","3","4","HOU"
"27090","4","3","NYY"
"27091","3","4","HOU"
"27092","4","2","NYY"
"27093","1","4","HOU"
"27094","0","4","HOU"
"27095","4","2","NYY"
"27096","4","2","NYY"
"27097","1","4","HOU"
"27098","4","1","NYY"
"27099","1","4","HOU"
"27100","0","4","HOU"
"27101","1","4","HOU"
"27102","2","4","HOU"
"27103","4","2","NYY"
"27104","4","3","NYY"
"27105","0","4","HOU"
"27106","2","4","HOU"
"27107","2","4","HOU"
"27108","4","1","NYY"
"27109","4","3","NYY"
"27110","4","0","NYY"
"27111","1","4","HOU"
"27112","4","1","NYY"
"27113","4","2","NYY"
"27114","3","4","HOU"
"27115","4","2","NYY"
"27116","2","4","HOU"
"27117","1","4","HOU"
"27118","2","4","HOU"
"27119","3","4","HOU"
"27120","3","4","HOU"
"27121","4","1","NYY"
"27122","0","4","HOU"
"27123","2","4","HOU"
"27124","3","4","HOU"
"27125","2","4","HOU"
"27126","2","4","HOU"
"27127","1","4","HOU"
"27128","1","4","HOU"
"27129","1","4","HOU"
"27130","4","2","NYY"
"27131","3","4","HOU"
"27132","0","4","HOU"
"27133","4","3","NYY"
"27134","3","4","HOU"
"27135","1","4","HOU"
"27136","2","4","HOU"
"27137","4","0","NYY"
"27138","2","4","HOU"
"27139","4","0","NYY"
"27140","0","4","HOU"
"27141","2","4","HOU"
"27142","4","2","NYY"
"27143","2","4","HOU"
"27144","4","2","NYY"
"27145","4","2","NYY"
"27146","0","4","HOU"
"27147","4","2","NYY"
"27148","1","4","HOU"
"27149","3","4","HOU"
"27150","0","4","HOU"
"27151","0","4","HOU"
"27152","4","2","NYY"
"27153","4","1","NYY"
"27154","4","2","NYY"
"27155","4","1","NYY"
"27156","4","2","NYY"
"27157","2","4","HOU"
"27158","0","4","HOU"
"27159","0","4","HOU"
"27160","3","4","HOU"
"27161","2","4","HOU"
"27162","4","2","NYY"
"27163","4","2","NYY"
"27164","3","4","HOU"
"27165","1","4","HOU"
"27166","4","3","NYY"
"27167","2","4","HOU"
"27168","1","4","HOU"
"27169","4","2","NYY"
"27170","0","4","HOU"
"27171","3","4","HOU"
"27172","0","4","HOU"
"27173","3","4","HOU"
"27174","4","2","NYY"
"27175","4","1","NYY"
"27176","1","4","HOU"
"27177","4","1","NYY"
"27178","2","4","HOU"
"27179","3","4","HOU"
"27180","4","2","NYY"
"27181","0","4","HOU"
"27182","2","4","HOU"
"27183","1","4","HOU"
"27184","2","4","HOU"
"27185","1","4","HOU"
"27186","0","4","HOU"
"27187","4","2","NYY"
"27188","0","4","HOU"
"27189","4","3","NYY"
"27190","2","4","HOU"
"27191","4","3","NYY"
"27192","2","4","HOU"
"27193","1","4","HOU"
"27194","4","2","NYY"
"27195","2","4","HOU"
"27196","0","4","HOU"
"27197","4","1","NYY"
"27198","1","4","HOU"
"27199","0","4","HOU"
"27200","4","0","NYY"
"27201","4","1","NYY"
"27202","0","4","HOU"
"27203","1","4","HOU"
"27204","3","4","HOU"
"27205","2","4","HOU"
"27206","3","4","HOU"
"27207","2","4","HOU"
"27208","3","4","HOU"
"27209","0","4","HOU"
"27210","4","2","NYY"
"27211","0","4","HOU"
"27212","2","4","HOU"
"27213","2","4","HOU"
"27214","3","4","HOU"
"27215","0","4","HOU"
"27216","0","4","HOU"
"27217","0","4","HOU"
"27218","0","4","HOU"
"27219","4","3","NYY"
"27220","3","4","HOU"
"27221","4","1","NYY"
"27222","3","4","HOU"
"27223","2","4","HOU"
"27224","2","4","HOU"
"27225","4","3","NYY"
"27226","3","4","HOU"
"27227","0","4","HOU"
"27228","0","4","HOU"
"27229","3","4","HOU"
"27230","3","4","HOU"
"27231","0","4","HOU"
"27232","1","4","HOU"
"27233","0","4","HOU"
"27234","3","4","HOU"
"27235","2","4","HOU"
"27236","0","4","HOU"
"27237","4","0","NYY"
"27238","1","4","HOU"
"27239","0","4","HOU"
"27240","4","3","NYY"
"27241","1","4","HOU"
"27242","2","4","HOU"
"27243","3","4","HOU"
"27244","4","3","NYY"
"27245","3","4","HOU"
"27246","4","3","NYY"
"27247","2","4","HOU"
"27248","3","4","HOU"
"27249","2","4","HOU"
"27250","2","4","HOU"
"27251","1","4","HOU"
"27252","3","4","HOU"
"27253","3","4","HOU"
"27254","3","4","HOU"
"27255","2","4","HOU"
"27256","3","4","HOU"
"27257","3","4","HOU"
"27258","2","4","HOU"
"27259","1","4","HOU"
"27260","4","0","NYY"
"27261","2","4","HOU"
"27262","2","4","HOU"
"27263","3","4","HOU"
"27264","3","4","HOU"
"27265","3","4","HOU"
"27266","0","4","HOU"
"27267","1","4","HOU"
"27268","1","4","HOU"
"27269","3","4","HOU"
"27270","3","4","HOU"
"27271","1","4","HOU"
"27272","2","4","HOU"
"27273","4","2","NYY"
"27274","0","4","HOU"
"27275","4","2","NYY"
"27276","3","4","HOU"
"27277","1","4","HOU"
"27278","1","4","HOU"
"27279","4","1","NYY"
"27280","2","4","HOU"
"27281","0","4","HOU"
"27282","4","2","NYY"
"27283","0","4","HOU"
"27284","4","1","NYY"
"27285","1","4","HOU"
"27286","4","2","NYY"
"27287","4","1","NYY"
"27288","4","0","NYY"
"27289","4","2","NYY"
"27290","1","4","HOU"
"27291","2","4","HOU"
"27292","2","4","HOU"
"27293","3","4","HOU"
"27294","2","4","HOU"
"27295","0","4","HOU"
"27296","4","3","NYY"
"27297","1","4","HOU"
"27298","1","4","HOU"
"27299","2","4","HOU"
"27300","0","4","HOU"
"27301","2","4","HOU"
"27302","3","4","HOU"
"27303","2","4","HOU"
"27304","3","4","HOU"
"27305","2","4","HOU"
"27306","4","2","NYY"
"27307","2","4","HOU"
"27308","4","3","NYY"
"27309","4","3","NYY"
"27310","2","4","HOU"
"27311","0","4","HOU"
"27312","2","4","HOU"
"27313","2","4","HOU"
"27314","4","1","NYY"
"27315","2","4","HOU"
"27316","2","4","HOU"
"27317","4","1","NYY"
"27318","3","4","HOU"
"27319","2","4","HOU"
"27320","4","1","NYY"
"27321","0","4","HOU"
"27322","2","4","HOU"
"27323","4","1","NYY"
"27324","3","4","HOU"
"27325","1","4","HOU"
"27326","2","4","HOU"
"27327","2","4","HOU"
"27328","1","4","HOU"
"27329","4","3","NYY"
"27330","3","4","HOU"
"27331","2","4","HOU"
"27332","3","4","HOU"
"27333","0","4","HOU"
"27334","4","2","NYY"
"27335","2","4","HOU"
"27336","4","2","NYY"
"27337","4","2","NYY"
"27338","2","4","HOU"
"27339","4","3","NYY"
"27340","4","1","NYY"
"27341","1","4","HOU"
"27342","0","4","HOU"
"27343","4","2","NYY"
"27344","0","4","HOU"
"27345","0","4","HOU"
"27346","4","3","NYY"
"27347","3","4","HOU"
"27348","2","4","HOU"
"27349","3","4","HOU"
"27350","1","4","HOU"
"27351","2","4","HOU"
"27352","4","1","NYY"
"27353","2","4","HOU"
"27354","1","4","HOU"
"27355","2","4","HOU"
"27356","4","2","NYY"
"27357","1","4","HOU"
"27358","3","4","HOU"
"27359","2","4","HOU"
"27360","4","3","NYY"
"27361","2","4","HOU"
"27362","4","2","NYY"
"27363","3","4","HOU"
"27364","0","4","HOU"
"27365","2","4","HOU"
"27366","0","4","HOU"
"27367","3","4","HOU"
"27368","4","3","NYY"
"27369","4","3","NYY"
"27370","4","2","NYY"
"27371","3","4","HOU"
"27372","4","3","NYY"
"27373","0","4","HOU"
"27374","1","4","HOU"
"27375","4","2","NYY"
"27376","4","3","NYY"
"27377","4","1","NYY"
"27378","1","4","HOU"
"27379","1","4","HOU"
"27380","3","4","HOU"
"27381","3","4","HOU"
"27382","3","4","HOU"
"27383","2","4","HOU"
"27384","4","2","NYY"
"27385","4","3","NYY"
"27386","3","4","HOU"
"27387","4","3","NYY"
"27388","2","4","HOU"
"27389","3","4","HOU"
"27390","3","4","HOU"
"27391","2","4","HOU"
"27392","3","4","HOU"
"27393","3","4","HOU"
"27394","1","4","HOU"
"27395","3","4","HOU"
"27396","4","3","NYY"
"27397","0","4","HOU"
"27398","1","4","HOU"
"27399","2","4","HOU"
"27400","0","4","HOU"
"27401","4","2","NYY"
"27402","2","4","HOU"
"27403","1","4","HOU"
"27404","1","4","HOU"
"27405","3","4","HOU"
"27406","4","2","NYY"
"27407","0","4","HOU"
"27408","3","4","HOU"
"27409","0","4","HOU"
"27410","0","4","HOU"
"27411","2","4","HOU"
"27412","1","4","HOU"
"27413","4","3","NYY"
"27414","2","4","HOU"
"27415","4","2","NYY"
"27416","2","4","HOU"
"27417","1","4","HOU"
"27418","2","4","HOU"
"27419","1","4","HOU"
"27420","2","4","HOU"
"27421","1","4","HOU"
"27422","3","4","HOU"
"27423","3","4","HOU"
"27424","1","4","HOU"
"27425","4","0","NYY"
"27426","0","4","HOU"
"27427","4","1","NYY"
"27428","2","4","HOU"
"27429","2","4","HOU"
"27430","3","4","HOU"
"27431","1","4","HOU"
"27432","2","4","HOU"
"27433","0","4","HOU"
"27434","2","4","HOU"
"27435","4","2","NYY"
"27436","4","1","NYY"
"27437","4","2","NYY"
"27438","0","4","HOU"
"27439","3","4","HOU"
"27440","1","4","HOU"
"27441","3","4","HOU"
"27442","2","4","HOU"
"27443","4","0","NYY"
"27444","1","4","HOU"
"27445","0","4","HOU"
"27446","1","4","HOU"
"27447","1","4","HOU"
"27448","1","4","HOU"
"27449","3","4","HOU"
"27450","3","4","HOU"
"27451","0","4","HOU"
"27452","1","4","HOU"
"27453","0","4","HOU"
"27454","1","4","HOU"
"27455","4","2","NYY"
"27456","0","4","HOU"
"27457","1","4","HOU"
"27458","3","4","HOU"
"27459","4","0","NYY"
"27460","4","2","NYY"
"27461","2","4","HOU"
"27462","2","4","HOU"
"27463","2","4","HOU"
"27464","1","4","HOU"
"27465","3","4","HOU"
"27466","4","3","NYY"
"27467","2","4","HOU"
"27468","3","4","HOU"
"27469","4","2","NYY"
"27470","3","4","HOU"
"27471","2","4","HOU"
"27472","3","4","HOU"
"27473","2","4","HOU"
"27474","1","4","HOU"
"27475","0","4","HOU"
"27476","4","1","NYY"
"27477","3","4","HOU"
"27478","3","4","HOU"
"27479","3","4","HOU"
"27480","4","3","NYY"
"27481","4","1","NYY"
"27482","2","4","HOU"
"27483","2","4","HOU"
"27484","4","3","NYY"
"27485","1","4","HOU"
"27486","3","4","HOU"
"27487","2","4","HOU"
"27488","4","3","NYY"
"27489","4","0","NYY"
"27490","2","4","HOU"
"27491","4","3","NYY"
"27492","4","3","NYY"
"27493","2","4","HOU"
"27494","3","4","HOU"
"27495","4","3","NYY"
"27496","0","4","HOU"
"27497","4","2","NYY"
"27498","4","2","NYY"
"27499","3","4","HOU"
"27500","3","4","HOU"
"27501","1","4","HOU"
"27502","3","4","HOU"
"27503","4","1","NYY"
"27504","3","4","HOU"
"27505","0","4","HOU"
"27506","4","1","NYY"
"27507","0","4","HOU"
"27508","4","3","NYY"
"27509","4","3","NYY"
"27510","2","4","HOU"
"27511","0","4","HOU"
"27512","1","4","HOU"
"27513","1","4","HOU"
"27514","3","4","HOU"
"27515","2","4","HOU"
"27516","4","1","NYY"
"27517","2","4","HOU"
"27518","1","4","HOU"
"27519","2","4","HOU"
"27520","1","4","HOU"
"27521","3","4","HOU"
"27522","3","4","HOU"
"27523","4","1","NYY"
"27524","1","4","HOU"
"27525","3","4","HOU"
"27526","3","4","HOU"
"27527","1","4","HOU"
"27528","0","4","HOU"
"27529","1","4","HOU"
"27530","3","4","HOU"
"27531","0","4","HOU"
"27532","0","4","HOU"
"27533","2","4","HOU"
"27534","3","4","HOU"
"27535","3","4","HOU"
"27536","4","2","NYY"
"27537","3","4","HOU"
"27538","0","4","HOU"
"27539","3","4","HOU"
"27540","0","4","HOU"
"27541","2","4","HOU"
"27542","4","2","NYY"
"27543","2","4","HOU"
"27544","1","4","HOU"
"27545","3","4","HOU"
"27546","1","4","HOU"
"27547","3","4","HOU"
"27548","4","2","NYY"
"27549","0","4","HOU"
"27550","1","4","HOU"
"27551","2","4","HOU"
"27552","3","4","HOU"
"27553","4","2","NYY"
"27554","3","4","HOU"
"27555","0","4","HOU"
"27556","3","4","HOU"
"27557","1","4","HOU"
"27558","3","4","HOU"
"27559","3","4","HOU"
"27560","4","2","NYY"
"27561","2","4","HOU"
"27562","1","4","HOU"
"27563","3","4","HOU"
"27564","3","4","HOU"
"27565","3","4","HOU"
"27566","4","3","NYY"
"27567","1","4","HOU"
"27568","4","3","NYY"
"27569","2","4","HOU"
"27570","2","4","HOU"
"27571","2","4","HOU"
"27572","4","3","NYY"
"27573","2","4","HOU"
"27574","2","4","HOU"
"27575","4","3","NYY"
"27576","4","2","NYY"
"27577","2","4","HOU"
"27578","3","4","HOU"
"27579","4","2","NYY"
"27580","0","4","HOU"
"27581","2","4","HOU"
"27582","0","4","HOU"
"27583","4","3","NYY"
"27584","1","4","HOU"
"27585","3","4","HOU"
"27586","4","1","NYY"
"27587","1","4","HOU"
"27588","1","4","HOU"
"27589","3","4","HOU"
"27590","4","0","NYY"
"27591","3","4","HOU"
"27592","2","4","HOU"
"27593","3","4","HOU"
"27594","1","4","HOU"
"27595","1","4","HOU"
"27596","2","4","HOU"
"27597","2","4","HOU"
"27598","1","4","HOU"
"27599","1","4","HOU"
"27600","1","4","HOU"
"27601","1","4","HOU"
"27602","1","4","HOU"
"27603","4","3","NYY"
"27604","1","4","HOU"
"27605","1","4","HOU"
"27606","4","1","NYY"
"27607","4","2","NYY"
"27608","2","4","HOU"
"27609","2","4","HOU"
"27610","0","4","HOU"
"27611","2","4","HOU"
"27612","3","4","HOU"
"27613","4","1","NYY"
"27614","3","4","HOU"
"27615","0","4","HOU"
"27616","2","4","HOU"
"27617","2","4","HOU"
"27618","4","3","NYY"
"27619","3","4","HOU"
"27620","4","0","NYY"
"27621","2","4","HOU"
"27622","4","3","NYY"
"27623","0","4","HOU"
"27624","2","4","HOU"
"27625","2","4","HOU"
"27626","1","4","HOU"
"27627","2","4","HOU"
"27628","4","0","NYY"
"27629","3","4","HOU"
"27630","2","4","HOU"
"27631","2","4","HOU"
"27632","2","4","HOU"
"27633","2","4","HOU"
"27634","1","4","HOU"
"27635","2","4","HOU"
"27636","1","4","HOU"
"27637","1","4","HOU"
"27638","2","4","HOU"
"27639","1","4","HOU"
"27640","3","4","HOU"
"27641","4","1","NYY"
"27642","4","1","NYY"
"27643","4","1","NYY"
"27644","3","4","HOU"
"27645","4","2","NYY"
"27646","2","4","HOU"
"27647","3","4","HOU"
"27648","0","4","HOU"
"27649","1","4","HOU"
"27650","4","2","NYY"
"27651","2","4","HOU"
"27652","2","4","HOU"
"27653","2","4","HOU"
"27654","2","4","HOU"
"27655","3","4","HOU"
"27656","4","2","NYY"
"27657","3","4","HOU"
"27658","4","3","NYY"
"27659","3","4","HOU"
"27660","3","4","HOU"
"27661","4","2","NYY"
"27662","2","4","HOU"
"27663","4","1","NYY"
"27664","3","4","HOU"
"27665","3","4","HOU"
"27666","3","4","HOU"
"27667","1","4","HOU"
"27668","2","4","HOU"
"27669","4","2","NYY"
"27670","2","4","HOU"
"27671","0","4","HOU"
"27672","4","0","NYY"
"27673","2","4","HOU"
"27674","3","4","HOU"
"27675","3","4","HOU"
"27676","1","4","HOU"
"27677","4","1","NYY"
"27678","1","4","HOU"
"27679","2","4","HOU"
"27680","4","3","NYY"
"27681","2","4","HOU"
"27682","1","4","HOU"
"27683","2","4","HOU"
"27684","4","1","NYY"
"27685","2","4","HOU"
"27686","0","4","HOU"
"27687","4","1","NYY"
"27688","4","2","NYY"
"27689","0","4","HOU"
"27690","3","4","HOU"
"27691","0","4","HOU"
"27692","1","4","HOU"
"27693","1","4","HOU"
"27694","2","4","HOU"
"27695","2","4","HOU"
"27696","1","4","HOU"
"27697","2","4","HOU"
"27698","2","4","HOU"
"27699","4","2","NYY"
"27700","3","4","HOU"
"27701","0","4","HOU"
"27702","1","4","HOU"
"27703","1","4","HOU"
"27704","2","4","HOU"
"27705","3","4","HOU"
"27706","3","4","HOU"
"27707","4","1","NYY"
"27708","1","4","HOU"
"27709","4","2","NYY"
"27710","0","4","HOU"
"27711","0","4","HOU"
"27712","2","4","HOU"
"27713","3","4","HOU"
"27714","0","4","HOU"
"27715","0","4","HOU"
"27716","4","1","NYY"
"27717","2","4","HOU"
"27718","2","4","HOU"
"27719","4","2","NYY"
"27720","4","2","NYY"
"27721","1","4","HOU"
"27722","2","4","HOU"
"27723","2","4","HOU"
"27724","4","2","NYY"
"27725","4","3","NYY"
"27726","3","4","HOU"
"27727","3","4","HOU"
"27728","4","2","NYY"
"27729","1","4","HOU"
"27730","4","2","NYY"
"27731","4","2","NYY"
"27732","0","4","HOU"
"27733","1","4","HOU"
"27734","0","4","HOU"
"27735","3","4","HOU"
"27736","2","4","HOU"
"27737","2","4","HOU"
"27738","2","4","HOU"
"27739","1","4","HOU"
"27740","1","4","HOU"
"27741","0","4","HOU"
"27742","0","4","HOU"
"27743","0","4","HOU"
"27744","0","4","HOU"
"27745","1","4","HOU"
"27746","4","2","NYY"
"27747","4","1","NYY"
"27748","2","4","HOU"
"27749","2","4","HOU"
"27750","4","3","NYY"
"27751","3","4","HOU"
"27752","0","4","HOU"
"27753","2","4","HOU"
"27754","3","4","HOU"
"27755","0","4","HOU"
