"","LAD","NYY","Champion"
"19741","4","3","LAD"
"19742","4","0","LAD"
"19743","3","4","NYY"
"19744","4","3","LAD"
"19745","4","1","LAD"
"19746","3","4","NYY"
"19747","4","2","LAD"
"19748","4","0","LAD"
"19749","4","2","LAD"
"19750","4","0","LAD"
"19751","4","2","LAD"
"19752","4","1","LAD"
"19753","3","4","NYY"
"19754","4","0","LAD"
"19755","4","2","LAD"
"19756","4","0","LAD"
"19757","3","4","NYY"
"19758","4","1","LAD"
"19759","4","1","LAD"
"19760","4","2","LAD"
"19761","4","3","LAD"
"19762","4","1","LAD"
"19763","4","3","LAD"
"19764","4","3","LAD"
"19765","4","1","LAD"
"19766","4","1","LAD"
"19767","4","2","LAD"
"19768","4","0","LAD"
"19769","4","0","LAD"
"19770","4","3","LAD"
"19771","4","1","LAD"
"19772","4","0","LAD"
"19773","0","4","NYY"
"19774","4","2","LAD"
"19775","4","1","LAD"
"19776","4","1","LAD"
"19777","0","4","NYY"
"19778","4","1","LAD"
"19779","4","2","LAD"
"19780","4","3","LAD"
"19781","4","0","LAD"
"19782","2","4","NYY"
"19783","2","4","NYY"
"19784","4","3","LAD"
"19785","4","2","LAD"
"19786","4","1","LAD"
"19787","3","4","NYY"
"19788","4","2","LAD"
"19789","4","1","LAD"
"19790","4","0","LAD"
"19791","4","3","LAD"
"19792","4","2","LAD"
"19793","4","1","LAD"
"19794","4","2","LAD"
"19795","3","4","NYY"
"19796","4","0","LAD"
"19797","4","2","LAD"
"19798","3","4","NYY"
"19799","4","0","LAD"
"19800","4","2","LAD"
"19801","4","1","LAD"
"19802","4","1","LAD"
"19803","4","2","LAD"
"19804","4","1","LAD"
"19805","2","4","NYY"
"19806","4","1","LAD"
"19807","4","2","LAD"
"19808","4","1","LAD"
"19809","0","4","NYY"
"19810","4","2","LAD"
"19811","4","1","LAD"
"19812","4","1","LAD"
"19813","4","3","LAD"
"19814","4","0","LAD"
"19815","3","4","NYY"
"19816","4","2","LAD"
"19817","4","1","LAD"
"19818","4","3","LAD"
"19819","4","2","LAD"
"19820","4","2","LAD"
"19821","2","4","NYY"
"19822","4","3","LAD"
"19823","4","2","LAD"
"19824","4","1","LAD"
"19825","4","2","LAD"
"19826","4","0","LAD"
"19827","2","4","NYY"
"19828","4","3","LAD"
"19829","4","2","LAD"
"19830","1","4","NYY"
"19831","4","1","LAD"
"19832","4","2","LAD"
"19833","4","2","LAD"
"19834","4","1","LAD"
"19835","4","1","LAD"
"19836","3","4","NYY"
"19837","4","2","LAD"
"19838","4","1","LAD"
"19839","4","1","LAD"
"19840","4","3","LAD"
"19841","4","1","LAD"
"19842","4","0","LAD"
"19843","4","2","LAD"
"19844","4","1","LAD"
"19845","4","2","LAD"
"19846","4","1","LAD"
"19847","4","1","LAD"
"19848","4","2","LAD"
"19849","4","1","LAD"
"19850","4","1","LAD"
"19851","4","0","LAD"
"19852","4","2","LAD"
"19853","2","4","NYY"
"19854","4","3","LAD"
"19855","0","4","NYY"
"19856","4","1","LAD"
"19857","4","1","LAD"
"19858","4","1","LAD"
"19859","3","4","NYY"
"19860","4","1","LAD"
"19861","4","1","LAD"
"19862","4","1","LAD"
"19863","4","3","LAD"
"19864","4","1","LAD"
"19865","4","1","LAD"
"19866","4","1","LAD"
"19867","4","3","LAD"
"19868","4","0","LAD"
"19869","4","3","LAD"
"19870","4","3","LAD"
"19871","4","3","LAD"
"19872","2","4","NYY"
"19873","3","4","NYY"
"19874","4","0","LAD"
"19875","4","2","LAD"
"19876","4","3","LAD"
"19877","4","1","LAD"
"19878","4","1","LAD"
"19879","4","0","LAD"
"19880","4","3","LAD"
"19881","4","2","LAD"
"19882","3","4","NYY"
"19883","4","2","LAD"
"19884","4","2","LAD"
"19885","4","2","LAD"
"19886","4","0","LAD"
"19887","3","4","NYY"
"19888","3","4","NYY"
"19889","4","0","LAD"
"19890","4","0","LAD"
"19891","2","4","NYY"
"19892","4","1","LAD"
"19893","3","4","NYY"
"19894","1","4","NYY"
"19895","4","1","LAD"
"19896","4","2","LAD"
"19897","4","0","LAD"
"19898","4","3","LAD"
"19899","4","0","LAD"
"19900","4","1","LAD"
"19901","2","4","NYY"
"19902","4","2","LAD"
"19903","3","4","NYY"
"19904","4","1","LAD"
"19905","4","2","LAD"
"19906","4","1","LAD"
"19907","4","1","LAD"
"19908","4","3","LAD"
"19909","2","4","NYY"
"19910","4","3","LAD"
"19911","4","0","LAD"
"19912","3","4","NYY"
"19913","1","4","NYY"
"19914","3","4","NYY"
"19915","4","2","LAD"
"19916","3","4","NYY"
"19917","4","2","LAD"
"19918","4","2","LAD"
"19919","0","4","NYY"
"19920","4","1","LAD"
"19921","4","1","LAD"
"19922","4","0","LAD"
"19923","4","0","LAD"
"19924","1","4","NYY"
"19925","4","1","LAD"
"19926","4","1","LAD"
"19927","4","0","LAD"
"19928","4","1","LAD"
"19929","4","0","LAD"
"19930","4","1","LAD"
"19931","4","2","LAD"
"19932","4","0","LAD"
"19933","4","1","LAD"
"19934","4","1","LAD"
"19935","4","2","LAD"
"19936","4","3","LAD"
"19937","4","2","LAD"
"19938","3","4","NYY"
"19939","4","3","LAD"
"19940","4","0","LAD"
"19941","3","4","NYY"
"19942","4","3","LAD"
"19943","4","1","LAD"
"19944","4","3","LAD"
"19945","4","2","LAD"
"19946","2","4","NYY"
"19947","4","0","LAD"
"19948","4","1","LAD"
"19949","4","1","LAD"
"19950","1","4","NYY"
"19951","4","2","LAD"
"19952","4","0","LAD"
"19953","4","1","LAD"
"19954","0","4","NYY"
"19955","2","4","NYY"
"19956","4","1","LAD"
"19957","4","2","LAD"
"19958","4","2","LAD"
"19959","4","3","LAD"
"19960","4","2","LAD"
"19961","1","4","NYY"
"19962","4","1","LAD"
"19963","4","0","LAD"
"19964","4","3","LAD"
"19965","3","4","NYY"
"19966","4","3","LAD"
"19967","4","0","LAD"
"19968","4","0","LAD"
"19969","1","4","NYY"
"19970","4","3","LAD"
"19971","4","2","LAD"
"19972","4","2","LAD"
"19973","1","4","NYY"
"19974","4","1","LAD"
"19975","4","1","LAD"
"19976","2","4","NYY"
"19977","4","3","LAD"
"19978","1","4","NYY"
"19979","4","1","LAD"
"19980","4","3","LAD"
"19981","4","2","LAD"
"19982","4","0","LAD"
"19983","4","0","LAD"
"19984","3","4","NYY"
"19985","4","1","LAD"
"19986","4","1","LAD"
"19987","4","1","LAD"
"19988","2","4","NYY"
"19989","4","0","LAD"
"19990","4","1","LAD"
"19991","4","2","LAD"
"19992","4","1","LAD"
"19993","4","0","LAD"
"19994","4","3","LAD"
"19995","0","4","NYY"
"19996","4","2","LAD"
"19997","4","0","LAD"
"19998","4","1","LAD"
"19999","4","0","LAD"
"20000","4","1","LAD"
"20001","4","2","LAD"
"20002","4","2","LAD"
"20003","4","1","LAD"
"20004","4","2","LAD"
"20005","2","4","NYY"
"20006","4","0","LAD"
"20007","4","1","LAD"
"20008","0","4","NYY"
"20009","4","0","LAD"
"20010","4","1","LAD"
"20011","4","0","LAD"
"20012","4","0","LAD"
"20013","4","2","LAD"
"20014","4","2","LAD"
"20015","4","3","LAD"
"20016","4","1","LAD"
"20017","4","1","LAD"
"20018","4","2","LAD"
"20019","4","1","LAD"
"20020","4","3","LAD"
"20021","4","1","LAD"
"20022","1","4","NYY"
"20023","2","4","NYY"
"20024","4","2","LAD"
"20025","4","2","LAD"
"20026","3","4","NYY"
"20027","4","1","LAD"
"20028","4","3","LAD"
"20029","4","3","LAD"
"20030","2","4","NYY"
"20031","4","1","LAD"
"20032","3","4","NYY"
"20033","4","1","LAD"
"20034","3","4","NYY"
"20035","4","1","LAD"
"20036","4","2","LAD"
"20037","4","0","LAD"
"20038","4","2","LAD"
"20039","4","2","LAD"
"20040","4","0","LAD"
"20041","4","2","LAD"
"20042","4","2","LAD"
"20043","4","1","LAD"
"20044","4","1","LAD"
"20045","4","1","LAD"
"20046","4","1","LAD"
"20047","4","2","LAD"
"20048","4","0","LAD"
"20049","4","2","LAD"
"20050","4","2","LAD"
"20051","3","4","NYY"
"20052","4","2","LAD"
"20053","3","4","NYY"
"20054","4","0","LAD"
"20055","4","2","LAD"
"20056","4","1","LAD"
"20057","4","3","LAD"
"20058","2","4","NYY"
"20059","3","4","NYY"
"20060","4","1","LAD"
"20061","4","0","LAD"
"20062","4","1","LAD"
"20063","4","2","LAD"
"20064","4","1","LAD"
"20065","3","4","NYY"
"20066","2","4","NYY"
"20067","4","3","LAD"
"20068","4","1","LAD"
"20069","4","2","LAD"
"20070","2","4","NYY"
"20071","4","2","LAD"
"20072","2","4","NYY"
"20073","4","2","LAD"
"20074","4","2","LAD"
"20075","3","4","NYY"
"20076","4","3","LAD"
"20077","4","1","LAD"
"20078","4","2","LAD"
"20079","4","1","LAD"
"20080","4","1","LAD"
"20081","4","0","LAD"
"20082","4","1","LAD"
"20083","4","2","LAD"
"20084","4","2","LAD"
"20085","4","1","LAD"
"20086","4","0","LAD"
"20087","3","4","NYY"
"20088","4","3","LAD"
"20089","4","1","LAD"
"20090","4","3","LAD"
"20091","3","4","NYY"
"20092","4","1","LAD"
"20093","4","0","LAD"
"20094","4","3","LAD"
"20095","4","1","LAD"
"20096","4","1","LAD"
"20097","4","3","LAD"
"20098","0","4","NYY"
"20099","2","4","NYY"
"20100","4","2","LAD"
"20101","3","4","NYY"
"20102","2","4","NYY"
"20103","2","4","NYY"
"20104","4","2","LAD"
"20105","4","2","LAD"
"20106","4","3","LAD"
"20107","4","3","LAD"
"20108","4","3","LAD"
"20109","4","0","LAD"
"20110","3","4","NYY"
"20111","4","1","LAD"
"20112","4","1","LAD"
"20113","4","0","LAD"
"20114","4","2","LAD"
"20115","4","3","LAD"
"20116","4","3","LAD"
"20117","4","3","LAD"
"20118","4","1","LAD"
"20119","2","4","NYY"
"20120","4","1","LAD"
"20121","4","1","LAD"
"20122","4","3","LAD"
"20123","4","0","LAD"
"20124","4","0","LAD"
"20125","2","4","NYY"
"20126","2","4","NYY"
"20127","4","2","LAD"
"20128","4","2","LAD"
"20129","3","4","NYY"
"20130","4","2","LAD"
"20131","3","4","NYY"
"20132","4","2","LAD"
"20133","4","3","LAD"
"20134","2","4","NYY"
"20135","3","4","NYY"
"20136","3","4","NYY"
"20137","4","3","LAD"
"20138","2","4","NYY"
"20139","4","2","LAD"
"20140","4","1","LAD"
"20141","4","1","LAD"
"20142","4","3","LAD"
"20143","3","4","NYY"
"20144","2","4","NYY"
"20145","4","2","LAD"
"20146","4","2","LAD"
"20147","3","4","NYY"
"20148","4","0","LAD"
"20149","4","0","LAD"
"20150","4","3","LAD"
"20151","4","3","LAD"
"20152","4","1","LAD"
"20153","4","0","LAD"
"20154","3","4","NYY"
"20155","3","4","NYY"
"20156","4","1","LAD"
"20157","0","4","NYY"
"20158","4","2","LAD"
"20159","3","4","NYY"
"20160","4","1","LAD"
"20161","4","2","LAD"
"20162","4","1","LAD"
"20163","4","1","LAD"
"20164","4","2","LAD"
"20165","4","3","LAD"
"20166","2","4","NYY"
"20167","4","2","LAD"
"20168","4","2","LAD"
"20169","4","0","LAD"
"20170","4","1","LAD"
"20171","1","4","NYY"
"20172","3","4","NYY"
"20173","4","1","LAD"
"20174","4","2","LAD"
"20175","4","1","LAD"
"20176","4","2","LAD"
"20177","1","4","NYY"
"20178","3","4","NYY"
"20179","4","2","LAD"
"20180","4","3","LAD"
"20181","4","0","LAD"
"20182","4","2","LAD"
"20183","1","4","NYY"
"20184","4","1","LAD"
"20185","4","1","LAD"
"20186","4","0","LAD"
"20187","2","4","NYY"
"20188","4","1","LAD"
"20189","4","2","LAD"
"20190","4","0","LAD"
"20191","4","2","LAD"
"20192","4","2","LAD"
"20193","4","1","LAD"
"20194","0","4","NYY"
"20195","1","4","NYY"
"20196","4","1","LAD"
"20197","4","0","LAD"
"20198","4","0","LAD"
"20199","0","4","NYY"
"20200","3","4","NYY"
"20201","4","1","LAD"
"20202","2","4","NYY"
"20203","4","0","LAD"
"20204","4","1","LAD"
"20205","4","1","LAD"
"20206","4","0","LAD"
"20207","4","0","LAD"
"20208","3","4","NYY"
"20209","2","4","NYY"
"20210","4","0","LAD"
"20211","3","4","NYY"
"20212","4","1","LAD"
"20213","4","3","LAD"
"20214","4","1","LAD"
"20215","4","2","LAD"
"20216","4","0","LAD"
"20217","4","2","LAD"
"20218","4","1","LAD"
"20219","2","4","NYY"
"20220","4","1","LAD"
"20221","4","2","LAD"
"20222","4","3","LAD"
"20223","0","4","NYY"
"20224","4","2","LAD"
"20225","4","2","LAD"
"20226","3","4","NYY"
"20227","4","2","LAD"
"20228","4","3","LAD"
"20229","2","4","NYY"
"20230","4","2","LAD"
"20231","4","1","LAD"
"20232","3","4","NYY"
"20233","3","4","NYY"
"20234","4","1","LAD"
"20235","4","2","LAD"
"20236","3","4","NYY"
"20237","4","2","LAD"
"20238","4","0","LAD"
"20239","4","0","LAD"
"20240","4","0","LAD"
"20241","4","2","LAD"
"20242","3","4","NYY"
"20243","0","4","NYY"
"20244","4","2","LAD"
"20245","4","3","LAD"
"20246","2","4","NYY"
"20247","4","1","LAD"
"20248","4","2","LAD"
"20249","4","2","LAD"
"20250","4","1","LAD"
"20251","3","4","NYY"
"20252","3","4","NYY"
"20253","4","2","LAD"
"20254","4","0","LAD"
"20255","2","4","NYY"
"20256","4","3","LAD"
"20257","4","1","LAD"
"20258","4","0","LAD"
"20259","4","1","LAD"
"20260","4","1","LAD"
"20261","4","1","LAD"
"20262","4","0","LAD"
"20263","4","2","LAD"
"20264","4","0","LAD"
"20265","4","2","LAD"
"20266","4","3","LAD"
"20267","1","4","NYY"
"20268","4","0","LAD"
"20269","4","1","LAD"
"20270","4","1","LAD"
"20271","4","0","LAD"
"20272","4","2","LAD"
"20273","4","1","LAD"
"20274","3","4","NYY"
"20275","4","0","LAD"
"20276","4","3","LAD"
"20277","4","0","LAD"
"20278","4","2","LAD"
"20279","4","1","LAD"
"20280","4","3","LAD"
"20281","3","4","NYY"
"20282","4","3","LAD"
"20283","1","4","NYY"
"20284","4","3","LAD"
"20285","3","4","NYY"
"20286","4","0","LAD"
"20287","4","1","LAD"
"20288","4","2","LAD"
"20289","4","3","LAD"
"20290","4","2","LAD"
"20291","4","1","LAD"
"20292","4","1","LAD"
"20293","4","0","LAD"
"20294","4","1","LAD"
"20295","1","4","NYY"
"20296","3","4","NYY"
"20297","3","4","NYY"
"20298","4","3","LAD"
"20299","4","0","LAD"
"20300","4","2","LAD"
"20301","4","2","LAD"
"20302","4","2","LAD"
"20303","4","0","LAD"
"20304","4","2","LAD"
"20305","3","4","NYY"
"20306","3","4","NYY"
"20307","4","3","LAD"
"20308","4","1","LAD"
"20309","4","1","LAD"
"20310","4","1","LAD"
"20311","4","3","LAD"
"20312","4","0","LAD"
"20313","4","3","LAD"
"20314","3","4","NYY"
"20315","4","1","LAD"
"20316","4","3","LAD"
"20317","4","1","LAD"
"20318","4","0","LAD"
"20319","4","2","LAD"
"20320","4","0","LAD"
"20321","4","2","LAD"
"20322","4","2","LAD"
"20323","4","0","LAD"
"20324","4","2","LAD"
"20325","4","0","LAD"
"20326","4","2","LAD"
"20327","4","2","LAD"
"20328","4","2","LAD"
"20329","4","2","LAD"
"20330","4","1","LAD"
"20331","4","0","LAD"
"20332","4","1","LAD"
"20333","4","1","LAD"
"20334","4","0","LAD"
"20335","2","4","NYY"
"20336","4","1","LAD"
"20337","4","2","LAD"
"20338","4","2","LAD"
"20339","4","0","LAD"
"20340","4","2","LAD"
"20341","4","2","LAD"
"20342","4","1","LAD"
"20343","2","4","NYY"
"20344","4","1","LAD"
"20345","4","0","LAD"
"20346","4","1","LAD"
"20347","4","0","LAD"
"20348","3","4","NYY"
"20349","2","4","NYY"
"20350","4","2","LAD"
"20351","4","0","LAD"
"20352","4","1","LAD"
"20353","4","2","LAD"
"20354","4","2","LAD"
"20355","4","1","LAD"
"20356","2","4","NYY"
"20357","2","4","NYY"
"20358","4","2","LAD"
"20359","4","3","LAD"
"20360","4","0","LAD"
"20361","4","0","LAD"
"20362","4","3","LAD"
"20363","4","1","LAD"
"20364","4","1","LAD"
"20365","4","1","LAD"
"20366","4","2","LAD"
"20367","4","0","LAD"
"20368","4","1","LAD"
"20369","4","2","LAD"
"20370","4","0","LAD"
"20371","4","2","LAD"
"20372","4","2","LAD"
"20373","3","4","NYY"
"20374","4","2","LAD"
"20375","0","4","NYY"
"20376","3","4","NYY"
"20377","4","1","LAD"
"20378","4","3","LAD"
"20379","4","2","LAD"
"20380","4","0","LAD"
"20381","4","0","LAD"
"20382","1","4","NYY"
"20383","4","2","LAD"
"20384","4","1","LAD"
"20385","4","3","LAD"
"20386","4","0","LAD"
"20387","4","2","LAD"
"20388","4","1","LAD"
"20389","4","3","LAD"
"20390","4","0","LAD"
"20391","4","1","LAD"
"20392","4","2","LAD"
"20393","4","2","LAD"
"20394","4","3","LAD"
"20395","4","3","LAD"
"20396","4","0","LAD"
"20397","4","0","LAD"
"20398","4","3","LAD"
"20399","3","4","NYY"
"20400","4","1","LAD"
"20401","4","2","LAD"
"20402","4","0","LAD"
"20403","4","3","LAD"
"20404","1","4","NYY"
"20405","4","0","LAD"
"20406","4","2","LAD"
"20407","4","1","LAD"
"20408","3","4","NYY"
"20409","4","1","LAD"
"20410","4","3","LAD"
"20411","4","2","LAD"
"20412","4","1","LAD"
"20413","4","1","LAD"
"20414","4","2","LAD"
"20415","2","4","NYY"
"20416","2","4","NYY"
"20417","4","3","LAD"
"20418","4","0","LAD"
"20419","4","2","LAD"
"20420","4","0","LAD"
"20421","4","1","LAD"
"20422","4","0","LAD"
"20423","4","2","LAD"
"20424","3","4","NYY"
"20425","1","4","NYY"
"20426","4","1","LAD"
"20427","4","2","LAD"
"20428","4","0","LAD"
"20429","4","2","LAD"
"20430","4","2","LAD"
"20431","3","4","NYY"
"20432","4","0","LAD"
"20433","3","4","NYY"
"20434","4","2","LAD"
"20435","4","1","LAD"
"20436","4","2","LAD"
"20437","3","4","NYY"
"20438","4","0","LAD"
"20439","4","3","LAD"
"20440","4","0","LAD"
"20441","4","0","LAD"
"20442","4","0","LAD"
"20443","4","1","LAD"
"20444","4","2","LAD"
"20445","3","4","NYY"
"20446","4","0","LAD"
"20447","4","2","LAD"
"20448","4","2","LAD"
"20449","2","4","NYY"
"20450","4","0","LAD"
"20451","4","3","LAD"
"20452","4","3","LAD"
"20453","4","0","LAD"
"20454","4","0","LAD"
"20455","4","1","LAD"
"20456","3","4","NYY"
"20457","4","0","LAD"
"20458","4","2","LAD"
"20459","4","3","LAD"
"20460","4","0","LAD"
"20461","2","4","NYY"
"20462","4","0","LAD"
"20463","2","4","NYY"
"20464","4","1","LAD"
"20465","4","2","LAD"
"20466","4","1","LAD"
"20467","4","0","LAD"
"20468","4","0","LAD"
"20469","4","2","LAD"
"20470","4","2","LAD"
"20471","2","4","NYY"
"20472","3","4","NYY"
"20473","4","1","LAD"
"20474","4","3","LAD"
"20475","3","4","NYY"
"20476","2","4","NYY"
"20477","4","2","LAD"
"20478","4","1","LAD"
"20479","0","4","NYY"
"20480","4","2","LAD"
"20481","4","1","LAD"
"20482","4","0","LAD"
"20483","2","4","NYY"
"20484","4","1","LAD"
"20485","4","0","LAD"
"20486","4","0","LAD"
"20487","4","1","LAD"
"20488","4","0","LAD"
"20489","2","4","NYY"
"20490","4","1","LAD"
"20491","4","1","LAD"
"20492","4","2","LAD"
"20493","4","2","LAD"
"20494","4","0","LAD"
"20495","4","0","LAD"
"20496","3","4","NYY"
"20497","4","3","LAD"
"20498","1","4","NYY"
"20499","3","4","NYY"
"20500","0","4","NYY"
"20501","4","1","LAD"
"20502","3","4","NYY"
"20503","4","1","LAD"
"20504","4","0","LAD"
"20505","4","1","LAD"
"20506","4","1","LAD"
"20507","4","2","LAD"
"20508","4","1","LAD"
"20509","4","0","LAD"
"20510","4","3","LAD"
"20511","4","1","LAD"
"20512","4","3","LAD"
"20513","4","2","LAD"
"20514","4","0","LAD"
"20515","3","4","NYY"
"20516","4","1","LAD"
"20517","4","0","LAD"
"20518","2","4","NYY"
"20519","4","2","LAD"
"20520","3","4","NYY"
"20521","4","2","LAD"
"20522","0","4","NYY"
"20523","1","4","NYY"
"20524","4","0","LAD"
"20525","4","2","LAD"
"20526","4","2","LAD"
"20527","4","3","LAD"
"20528","1","4","NYY"
"20529","4","1","LAD"
"20530","4","1","LAD"
"20531","4","1","LAD"
"20532","1","4","NYY"
"20533","4","2","LAD"
"20534","4","1","LAD"
"20535","4","1","LAD"
"20536","3","4","NYY"
"20537","4","2","LAD"
"20538","4","0","LAD"
"20539","4","3","LAD"
"20540","4","0","LAD"
"20541","4","0","LAD"
"20542","4","0","LAD"
"20543","0","4","NYY"
"20544","4","1","LAD"
"20545","4","1","LAD"
"20546","4","0","LAD"
"20547","4","0","LAD"
"20548","4","2","LAD"
"20549","4","2","LAD"
"20550","4","2","LAD"
"20551","4","2","LAD"
"20552","4","2","LAD"
"20553","4","1","LAD"
"20554","2","4","NYY"
"20555","4","0","LAD"
"20556","4","0","LAD"
"20557","4","1","LAD"
"20558","4","1","LAD"
"20559","3","4","NYY"
"20560","4","2","LAD"
"20561","4","0","LAD"
"20562","4","1","LAD"
"20563","4","1","LAD"
"20564","4","1","LAD"
"20565","4","2","LAD"
"20566","4","1","LAD"
"20567","4","3","LAD"
"20568","4","2","LAD"
"20569","4","3","LAD"
"20570","4","1","LAD"
"20571","1","4","NYY"
"20572","4","1","LAD"
"20573","4","3","LAD"
"20574","4","3","LAD"
"20575","4","2","LAD"
"20576","4","2","LAD"
"20577","4","2","LAD"
"20578","4","2","LAD"
"20579","4","1","LAD"
"20580","4","2","LAD"
"20581","3","4","NYY"
"20582","3","4","NYY"
"20583","0","4","NYY"
"20584","4","2","LAD"
"20585","4","2","LAD"
"20586","3","4","NYY"
"20587","4","0","LAD"
"20588","4","2","LAD"
"20589","4","0","LAD"
"20590","1","4","NYY"
"20591","4","2","LAD"
"20592","4","3","LAD"
"20593","4","1","LAD"
"20594","3","4","NYY"
"20595","4","2","LAD"
"20596","4","3","LAD"
"20597","4","2","LAD"
"20598","4","0","LAD"
"20599","4","3","LAD"
"20600","4","2","LAD"
"20601","2","4","NYY"
"20602","4","0","LAD"
"20603","3","4","NYY"
"20604","0","4","NYY"
"20605","4","0","LAD"
"20606","4","3","LAD"
"20607","4","0","LAD"
"20608","4","1","LAD"
"20609","4","3","LAD"
"20610","2","4","NYY"
"20611","4","0","LAD"
"20612","4","3","LAD"
"20613","4","3","LAD"
"20614","2","4","NYY"
"20615","4","1","LAD"
"20616","4","1","LAD"
"20617","4","1","LAD"
"20618","4","1","LAD"
"20619","2","4","NYY"
"20620","4","1","LAD"
"20621","2","4","NYY"
"20622","4","2","LAD"
"20623","4","2","LAD"
"20624","4","1","LAD"
"20625","4","1","LAD"
"20626","4","2","LAD"
"20627","4","1","LAD"
"20628","4","1","LAD"
"20629","4","3","LAD"
"20630","1","4","NYY"
"20631","2","4","NYY"
"20632","4","1","LAD"
"20633","4","2","LAD"
"20634","1","4","NYY"
"20635","4","0","LAD"
"20636","4","1","LAD"
"20637","3","4","NYY"
"20638","4","3","LAD"
"20639","2","4","NYY"
"20640","4","1","LAD"
"20641","1","4","NYY"
"20642","3","4","NYY"
"20643","3","4","NYY"
"20644","4","0","LAD"
"20645","3","4","NYY"
"20646","4","2","LAD"
"20647","4","3","LAD"
"20648","3","4","NYY"
"20649","3","4","NYY"
"20650","4","1","LAD"
"20651","4","1","LAD"
"20652","4","0","LAD"
"20653","3","4","NYY"
"20654","1","4","NYY"
"20655","4","1","LAD"
"20656","4","3","LAD"
"20657","4","3","LAD"
"20658","4","1","LAD"
"20659","4","3","LAD"
"20660","4","2","LAD"
"20661","4","0","LAD"
"20662","4","1","LAD"
"20663","4","0","LAD"
"20664","4","3","LAD"
"20665","4","2","LAD"
"20666","4","1","LAD"
"20667","4","1","LAD"
"20668","2","4","NYY"
"20669","4","2","LAD"
"20670","4","2","LAD"
"20671","4","0","LAD"
"20672","4","3","LAD"
"20673","4","2","LAD"
"20674","2","4","NYY"
"20675","4","1","LAD"
"20676","4","0","LAD"
"20677","1","4","NYY"
"20678","4","1","LAD"
"20679","4","0","LAD"
"20680","4","1","LAD"
"20681","4","1","LAD"
"20682","4","1","LAD"
"20683","4","0","LAD"
"20684","4","0","LAD"
"20685","4","0","LAD"
"20686","3","4","NYY"
"20687","4","0","LAD"
"20688","4","2","LAD"
"20689","2","4","NYY"
"20690","4","3","LAD"
"20691","4","1","LAD"
"20692","4","0","LAD"
"20693","4","3","LAD"
"20694","4","0","LAD"
"20695","4","2","LAD"
"20696","4","0","LAD"
"20697","4","1","LAD"
"20698","3","4","NYY"
"20699","4","1","LAD"
"20700","4","1","LAD"
"20701","4","1","LAD"
"20702","2","4","NYY"
"20703","4","0","LAD"
"20704","4","2","LAD"
"20705","4","2","LAD"
"20706","4","1","LAD"
"20707","2","4","NYY"
"20708","4","2","LAD"
"20709","4","2","LAD"
"20710","4","0","LAD"
"20711","4","3","LAD"
"20712","4","1","LAD"
"20713","4","1","LAD"
"20714","4","0","LAD"
"20715","4","3","LAD"
"20716","4","3","LAD"
"20717","4","0","LAD"
"20718","4","3","LAD"
"20719","4","0","LAD"
"20720","4","0","LAD"
"20721","4","1","LAD"
"20722","4","2","LAD"
"20723","4","1","LAD"
"20724","4","0","LAD"
"20725","3","4","NYY"
"20726","2","4","NYY"
"20727","4","2","LAD"
"20728","4","1","LAD"
"20729","4","0","LAD"
"20730","4","1","LAD"
"20731","4","1","LAD"
"20732","4","3","LAD"
"20733","4","1","LAD"
"20734","4","0","LAD"
"20735","4","2","LAD"
"20736","4","0","LAD"
"20737","4","2","LAD"
"20738","1","4","NYY"
"20739","4","1","LAD"
"20740","4","0","LAD"
"20741","3","4","NYY"
"20742","4","2","LAD"
"20743","4","0","LAD"
"20744","3","4","NYY"
"20745","4","0","LAD"
"20746","4","2","LAD"
"20747","3","4","NYY"
"20748","3","4","NYY"
"20749","4","2","LAD"
"20750","4","1","LAD"
"20751","4","1","LAD"
"20752","4","0","LAD"
"20753","1","4","NYY"
"20754","4","1","LAD"
"20755","2","4","NYY"
"20756","4","3","LAD"
"20757","4","3","LAD"
"20758","4","1","LAD"
"20759","4","0","LAD"
"20760","4","2","LAD"
"20761","4","1","LAD"
"20762","4","2","LAD"
"20763","4","2","LAD"
"20764","4","2","LAD"
"20765","4","1","LAD"
"20766","2","4","NYY"
"20767","4","2","LAD"
"20768","4","0","LAD"
"20769","2","4","NYY"
"20770","4","1","LAD"
"20771","4","1","LAD"
"20772","4","0","LAD"
"20773","4","2","LAD"
"20774","4","2","LAD"
"20775","4","3","LAD"
"20776","4","1","LAD"
"20777","4","1","LAD"
"20778","4","2","LAD"
"20779","4","1","LAD"
"20780","4","0","LAD"
"20781","4","3","LAD"
"20782","3","4","NYY"
"20783","4","1","LAD"
"20784","2","4","NYY"
"20785","2","4","NYY"
"20786","4","3","LAD"
"20787","4","2","LAD"
"20788","4","2","LAD"
"20789","4","1","LAD"
"20790","4","1","LAD"
"20791","2","4","NYY"
"20792","0","4","NYY"
"20793","4","3","LAD"
"20794","4","2","LAD"
"20795","4","1","LAD"
"20796","1","4","NYY"
"20797","4","1","LAD"
"20798","4","2","LAD"
"20799","4","1","LAD"
"20800","4","1","LAD"
"20801","4","2","LAD"
"20802","4","2","LAD"
"20803","4","0","LAD"
"20804","4","2","LAD"
"20805","1","4","NYY"
"20806","4","1","LAD"
"20807","4","1","LAD"
"20808","4","0","LAD"
"20809","4","2","LAD"
"20810","4","2","LAD"
"20811","4","1","LAD"
"20812","4","1","LAD"
"20813","4","3","LAD"
"20814","4","0","LAD"
"20815","4","2","LAD"
