"","MIL","NYY","Champion"
"15197","0","4","NYY"
"15198","0","4","NYY"
"15199","4","3","MIL"
"15200","2","4","NYY"
"15201","2","4","NYY"
"15202","3","4","NYY"
"15203","4","2","MIL"
"15204","4","3","MIL"
"15205","4","0","MIL"
"15206","2","4","NYY"
"15207","4","3","MIL"
"15208","4","3","MIL"
"15209","2","4","NYY"
"15210","0","4","NYY"
"15211","4","3","MIL"
"15212","1","4","NYY"
"15213","2","4","NYY"
"15214","4","2","MIL"
"15215","2","4","NYY"
"15216","2","4","NYY"
"15217","3","4","NYY"
"15218","4","3","MIL"
"15219","2","4","NYY"
"15220","0","4","NYY"
"15221","0","4","NYY"
"15222","0","4","NYY"
"15223","2","4","NYY"
"15224","3","4","NYY"
"15225","4","3","MIL"
"15226","4","1","MIL"
"15227","0","4","NYY"
"15228","4","2","MIL"
"15229","3","4","NYY"
"15230","4","3","MIL"
"15231","4","1","MIL"
"15232","2","4","NYY"
"15233","3","4","NYY"
"15234","4","3","MIL"
"15235","3","4","NYY"
"15236","3","4","NYY"
"15237","3","4","NYY"
"15238","2","4","NYY"
"15239","2","4","NYY"
"15240","1","4","NYY"
"15241","4","1","MIL"
"15242","1","4","NYY"
"15243","0","4","NYY"
"15244","3","4","NYY"
"15245","4","1","MIL"
"15246","4","3","MIL"
"15247","1","4","NYY"
"15248","1","4","NYY"
"15249","3","4","NYY"
"15250","2","4","NYY"
"15251","2","4","NYY"
"15252","1","4","NYY"
"15253","4","3","MIL"
"15254","2","4","NYY"
"15255","4","0","MIL"
"15256","4","3","MIL"
"15257","4","2","MIL"
"15258","2","4","NYY"
"15259","0","4","NYY"
"15260","4","3","MIL"
"15261","4","0","MIL"
"15262","3","4","NYY"
"15263","4","2","MIL"
"15264","1","4","NYY"
"15265","0","4","NYY"
"15266","1","4","NYY"
"15267","2","4","NYY"
"15268","2","4","NYY"
"15269","3","4","NYY"
"15270","4","3","MIL"
"15271","1","4","NYY"
"15272","2","4","NYY"
"15273","2","4","NYY"
"15274","1","4","NYY"
"15275","4","3","MIL"
"15276","0","4","NYY"
"15277","2","4","NYY"
"15278","2","4","NYY"
"15279","4","2","MIL"
"15280","1","4","NYY"
"15281","3","4","NYY"
"15282","0","4","NYY"
"15283","1","4","NYY"
"15284","0","4","NYY"
"15285","0","4","NYY"
"15286","4","2","MIL"
"15287","2","4","NYY"
"15288","2","4","NYY"
"15289","0","4","NYY"
"15290","4","2","MIL"
"15291","0","4","NYY"
"15292","3","4","NYY"
"15293","1","4","NYY"
"15294","2","4","NYY"
"15295","4","1","MIL"
"15296","1","4","NYY"
"15297","1","4","NYY"
"15298","2","4","NYY"
"15299","4","2","MIL"
"15300","1","4","NYY"
"15301","1","4","NYY"
"15302","4","2","MIL"
"15303","0","4","NYY"
"15304","1","4","NYY"
"15305","2","4","NYY"
"15306","3","4","NYY"
"15307","2","4","NYY"
"15308","2","4","NYY"
"15309","3","4","NYY"
"15310","2","4","NYY"
"15311","4","0","MIL"
"15312","3","4","NYY"
"15313","1","4","NYY"
"15314","4","3","MIL"
"15315","3","4","NYY"
"15316","2","4","NYY"
"15317","4","2","MIL"
"15318","4","2","MIL"
"15319","3","4","NYY"
"15320","2","4","NYY"
"15321","2","4","NYY"
"15322","0","4","NYY"
"15323","3","4","NYY"
"15324","2","4","NYY"
"15325","1","4","NYY"
"15326","1","4","NYY"
"15327","1","4","NYY"
"15328","3","4","NYY"
"15329","1","4","NYY"
"15330","2","4","NYY"
"15331","4","3","MIL"
"15332","4","3","MIL"
"15333","1","4","NYY"
"15334","4","2","MIL"
"15335","1","4","NYY"
"15336","2","4","NYY"
"15337","4","3","MIL"
"15338","1","4","NYY"
"15339","4","1","MIL"
"15340","4","3","MIL"
"15341","1","4","NYY"
"15342","3","4","NYY"
"15343","1","4","NYY"
"15344","1","4","NYY"
"15345","1","4","NYY"
"15346","4","1","MIL"
"15347","1","4","NYY"
"15348","2","4","NYY"
"15349","2","4","NYY"
"15350","4","2","MIL"
"15351","4","1","MIL"
"15352","4","2","MIL"
"15353","1","4","NYY"
"15354","1","4","NYY"
"15355","4","3","MIL"
"15356","4","3","MIL"
"15357","3","4","NYY"
"15358","4","3","MIL"
"15359","1","4","NYY"
"15360","2","4","NYY"
"15361","4","2","MIL"
"15362","3","4","NYY"
"15363","3","4","NYY"
"15364","1","4","NYY"
"15365","2","4","NYY"
"15366","0","4","NYY"
"15367","4","0","MIL"
"15368","1","4","NYY"
"15369","3","4","NYY"
"15370","4","2","MIL"
"15371","3","4","NYY"
"15372","4","3","MIL"
"15373","2","4","NYY"
"15374","3","4","NYY"
"15375","4","3","MIL"
"15376","1","4","NYY"
"15377","1","4","NYY"
"15378","2","4","NYY"
"15379","2","4","NYY"
"15380","2","4","NYY"
"15381","1","4","NYY"
"15382","0","4","NYY"
"15383","1","4","NYY"
"15384","4","2","MIL"
"15385","0","4","NYY"
"15386","2","4","NYY"
"15387","2","4","NYY"
"15388","3","4","NYY"
"15389","0","4","NYY"
"15390","4","2","MIL"
"15391","0","4","NYY"
"15392","3","4","NYY"
"15393","3","4","NYY"
"15394","4","1","MIL"
"15395","3","4","NYY"
"15396","1","4","NYY"
"15397","1","4","NYY"
"15398","1","4","NYY"
"15399","4","3","MIL"
"15400","4","3","MIL"
"15401","0","4","NYY"
"15402","3","4","NYY"
"15403","4","3","MIL"
"15404","1","4","NYY"
"15405","4","0","MIL"
"15406","4","2","MIL"
"15407","0","4","NYY"
"15408","3","4","NYY"
"15409","4","0","MIL"
"15410","2","4","NYY"
"15411","4","0","MIL"
"15412","2","4","NYY"
"15413","1","4","NYY"
"15414","4","1","MIL"
"15415","4","3","MIL"
"15416","4","2","MIL"
"15417","4","2","MIL"
"15418","2","4","NYY"
"15419","3","4","NYY"
"15420","2","4","NYY"
"15421","4","2","MIL"
"15422","3","4","NYY"
"15423","4","1","MIL"
"15424","4","0","MIL"
"15425","0","4","NYY"
"15426","2","4","NYY"
"15427","2","4","NYY"
"15428","3","4","NYY"
"15429","1","4","NYY"
"15430","0","4","NYY"
"15431","1","4","NYY"
"15432","0","4","NYY"
"15433","4","2","MIL"
"15434","2","4","NYY"
"15435","3","4","NYY"
"15436","4","1","MIL"
"15437","0","4","NYY"
"15438","0","4","NYY"
"15439","4","3","MIL"
"15440","1","4","NYY"
"15441","4","2","MIL"
"15442","3","4","NYY"
"15443","4","1","MIL"
"15444","4","2","MIL"
"15445","4","1","MIL"
"15446","2","4","NYY"
"15447","0","4","NYY"
"15448","2","4","NYY"
"15449","1","4","NYY"
"15450","3","4","NYY"
"15451","4","3","MIL"
"15452","3","4","NYY"
"15453","2","4","NYY"
"15454","2","4","NYY"
"15455","4","2","MIL"
"15456","4","3","MIL"
"15457","1","4","NYY"
"15458","3","4","NYY"
"15459","2","4","NYY"
"15460","4","2","MIL"
"15461","1","4","NYY"
"15462","0","4","NYY"
"15463","3","4","NYY"
"15464","2","4","NYY"
"15465","4","2","MIL"
"15466","3","4","NYY"
"15467","1","4","NYY"
"15468","0","4","NYY"
"15469","3","4","NYY"
"15470","1","4","NYY"
"15471","2","4","NYY"
"15472","2","4","NYY"
"15473","4","3","MIL"
"15474","3","4","NYY"
"15475","2","4","NYY"
"15476","0","4","NYY"
"15477","2","4","NYY"
"15478","4","0","MIL"
"15479","2","4","NYY"
"15480","4","2","MIL"
"15481","0","4","NYY"
"15482","2","4","NYY"
"15483","4","1","MIL"
"15484","1","4","NYY"
"15485","4","1","MIL"
"15486","1","4","NYY"
"15487","3","4","NYY"
"15488","4","2","MIL"
"15489","4","3","MIL"
"15490","4","1","MIL"
"15491","2","4","NYY"
"15492","1","4","NYY"
"15493","2","4","NYY"
"15494","1","4","NYY"
"15495","4","2","MIL"
"15496","2","4","NYY"
"15497","4","2","MIL"
"15498","4","3","MIL"
"15499","3","4","NYY"
"15500","1","4","NYY"
"15501","3","4","NYY"
"15502","0","4","NYY"
"15503","2","4","NYY"
"15504","3","4","NYY"
"15505","0","4","NYY"
"15506","4","3","MIL"
"15507","1","4","NYY"
"15508","2","4","NYY"
"15509","3","4","NYY"
"15510","4","2","MIL"
"15511","2","4","NYY"
"15512","4","3","MIL"
"15513","3","4","NYY"
"15514","1","4","NYY"
"15515","1","4","NYY"
"15516","4","1","MIL"
"15517","3","4","NYY"
"15518","3","4","NYY"
"15519","4","1","MIL"
"15520","2","4","NYY"
"15521","1","4","NYY"
"15522","1","4","NYY"
"15523","2","4","NYY"
"15524","4","0","MIL"
"15525","4","1","MIL"
"15526","2","4","NYY"
"15527","4","3","MIL"
"15528","4","3","MIL"
"15529","2","4","NYY"
"15530","4","3","MIL"
"15531","1","4","NYY"
"15532","4","2","MIL"
"15533","4","2","MIL"
"15534","4","0","MIL"
"15535","2","4","NYY"
"15536","4","2","MIL"
"15537","0","4","NYY"
"15538","0","4","NYY"
"15539","1","4","NYY"
"15540","1","4","NYY"
"15541","1","4","NYY"
"15542","3","4","NYY"
"15543","1","4","NYY"
"15544","3","4","NYY"
"15545","1","4","NYY"
"15546","3","4","NYY"
"15547","4","3","MIL"
"15548","2","4","NYY"
"15549","4","2","MIL"
"15550","3","4","NYY"
"15551","2","4","NYY"
"15552","4","2","MIL"
"15553","1","4","NYY"
"15554","4","1","MIL"
"15555","3","4","NYY"
"15556","2","4","NYY"
"15557","4","0","MIL"
"15558","4","1","MIL"
"15559","4","2","MIL"
"15560","3","4","NYY"
"15561","1","4","NYY"
"15562","2","4","NYY"
"15563","4","2","MIL"
"15564","4","3","MIL"
"15565","1","4","NYY"
"15566","3","4","NYY"
"15567","0","4","NYY"
"15568","3","4","NYY"
"15569","3","4","NYY"
"15570","0","4","NYY"
"15571","4","3","MIL"
"15572","4","0","MIL"
"15573","2","4","NYY"
"15574","1","4","NYY"
"15575","1","4","NYY"
"15576","2","4","NYY"
"15577","2","4","NYY"
"15578","2","4","NYY"
"15579","0","4","NYY"
"15580","0","4","NYY"
"15581","2","4","NYY"
"15582","3","4","NYY"
"15583","2","4","NYY"
"15584","4","2","MIL"
"15585","4","0","MIL"
"15586","4","1","MIL"
"15587","4","2","MIL"
"15588","3","4","NYY"
"15589","1","4","NYY"
"15590","2","4","NYY"
"15591","4","3","MIL"
"15592","3","4","NYY"
"15593","4","2","MIL"
"15594","4","0","MIL"
"15595","2","4","NYY"
"15596","2","4","NYY"
"15597","0","4","NYY"
"15598","4","2","MIL"
"15599","4","2","MIL"
"15600","3","4","NYY"
"15601","2","4","NYY"
"15602","4","3","MIL"
"15603","0","4","NYY"
"15604","2","4","NYY"
"15605","4","3","MIL"
"15606","1","4","NYY"
"15607","4","1","MIL"
"15608","0","4","NYY"
"15609","4","2","MIL"
"15610","3","4","NYY"
"15611","1","4","NYY"
"15612","2","4","NYY"
"15613","4","3","MIL"
"15614","4","2","MIL"
"15615","2","4","NYY"
"15616","4","2","MIL"
"15617","0","4","NYY"
"15618","2","4","NYY"
"15619","4","1","MIL"
"15620","4","0","MIL"
"15621","2","4","NYY"
"15622","2","4","NYY"
"15623","1","4","NYY"
"15624","4","2","MIL"
"15625","2","4","NYY"
"15626","2","4","NYY"
"15627","4","1","MIL"
"15628","2","4","NYY"
"15629","1","4","NYY"
"15630","0","4","NYY"
"15631","4","2","MIL"
"15632","2","4","NYY"
"15633","4","3","MIL"
"15634","4","3","MIL"
"15635","3","4","NYY"
"15636","3","4","NYY"
"15637","0","4","NYY"
"15638","4","2","MIL"
"15639","1","4","NYY"
"15640","3","4","NYY"
"15641","0","4","NYY"
"15642","4","3","MIL"
"15643","4","2","MIL"
"15644","4","2","MIL"
"15645","1","4","NYY"
"15646","1","4","NYY"
"15647","4","1","MIL"
"15648","3","4","NYY"
"15649","3","4","NYY"
"15650","0","4","NYY"
"15651","2","4","NYY"
"15652","0","4","NYY"
"15653","1","4","NYY"
"15654","2","4","NYY"
"15655","4","3","MIL"
"15656","0","4","NYY"
"15657","2","4","NYY"
"15658","0","4","NYY"
"15659","1","4","NYY"
"15660","2","4","NYY"
"15661","0","4","NYY"
"15662","2","4","NYY"
"15663","1","4","NYY"
"15664","1","4","NYY"
"15665","3","4","NYY"
"15666","2","4","NYY"
"15667","1","4","NYY"
"15668","4","2","MIL"
"15669","0","4","NYY"
"15670","1","4","NYY"
"15671","4","2","MIL"
"15672","3","4","NYY"
"15673","4","2","MIL"
"15674","1","4","NYY"
"15675","4","1","MIL"
"15676","4","3","MIL"
"15677","3","4","NYY"
"15678","3","4","NYY"
"15679","1","4","NYY"
"15680","2","4","NYY"
"15681","3","4","NYY"
"15682","4","2","MIL"
"15683","3","4","NYY"
"15684","2","4","NYY"
"15685","3","4","NYY"
"15686","1","4","NYY"
"15687","0","4","NYY"
"15688","2","4","NYY"
"15689","3","4","NYY"
"15690","4","1","MIL"
"15691","4","2","MIL"
"15692","1","4","NYY"
"15693","4","3","MIL"
"15694","2","4","NYY"
"15695","4","3","MIL"
"15696","4","3","MIL"
"15697","0","4","NYY"
"15698","2","4","NYY"
"15699","1","4","NYY"
"15700","4","1","MIL"
"15701","4","3","MIL"
"15702","1","4","NYY"
"15703","2","4","NYY"
"15704","4","3","MIL"
"15705","4","2","MIL"
"15706","4","0","MIL"
"15707","2","4","NYY"
"15708","0","4","NYY"
"15709","3","4","NYY"
"15710","4","1","MIL"
"15711","3","4","NYY"
"15712","4","3","MIL"
"15713","1","4","NYY"
"15714","2","4","NYY"
"15715","4","3","MIL"
"15716","0","4","NYY"
"15717","1","4","NYY"
"15718","2","4","NYY"
"15719","3","4","NYY"
"15720","2","4","NYY"
"15721","3","4","NYY"
"15722","2","4","NYY"
"15723","4","3","MIL"
"15724","2","4","NYY"
"15725","0","4","NYY"
"15726","4","3","MIL"
"15727","3","4","NYY"
"15728","3","4","NYY"
"15729","2","4","NYY"
"15730","0","4","NYY"
"15731","2","4","NYY"
"15732","0","4","NYY"
"15733","4","2","MIL"
"15734","2","4","NYY"
"15735","2","4","NYY"
"15736","0","4","NYY"
"15737","1","4","NYY"
"15738","3","4","NYY"
"15739","1","4","NYY"
"15740","2","4","NYY"
"15741","1","4","NYY"
"15742","1","4","NYY"
"15743","2","4","NYY"
"15744","1","4","NYY"
"15745","0","4","NYY"
"15746","1","4","NYY"
"15747","2","4","NYY"
"15748","4","3","MIL"
"15749","3","4","NYY"
"15750","4","2","MIL"
"15751","4","2","MIL"
"15752","0","4","NYY"
"15753","4","1","MIL"
"15754","4","2","MIL"
"15755","2","4","NYY"
"15756","3","4","NYY"
"15757","2","4","NYY"
"15758","1","4","NYY"
"15759","3","4","NYY"
"15760","0","4","NYY"
"15761","4","1","MIL"
"15762","4","3","MIL"
"15763","1","4","NYY"
"15764","2","4","NYY"
"15765","0","4","NYY"
"15766","0","4","NYY"
"15767","4","1","MIL"
"15768","4","1","MIL"
"15769","0","4","NYY"
"15770","4","3","MIL"
"15771","1","4","NYY"
"15772","1","4","NYY"
"15773","0","4","NYY"
"15774","1","4","NYY"
"15775","1","4","NYY"
"15776","0","4","NYY"
"15777","0","4","NYY"
"15778","1","4","NYY"
"15779","4","1","MIL"
"15780","0","4","NYY"
"15781","1","4","NYY"
"15782","4","2","MIL"
"15783","2","4","NYY"
"15784","4","3","MIL"
"15785","3","4","NYY"
"15786","3","4","NYY"
"15787","0","4","NYY"
"15788","3","4","NYY"
"15789","4","3","MIL"
"15790","1","4","NYY"
"15791","4","3","MIL"
"15792","4","3","MIL"
"15793","2","4","NYY"
"15794","3","4","NYY"
"15795","3","4","NYY"
"15796","1","4","NYY"
"15797","4","1","MIL"
"15798","4","0","MIL"
"15799","2","4","NYY"
"15800","3","4","NYY"
"15801","1","4","NYY"
"15802","1","4","NYY"
"15803","4","3","MIL"
"15804","1","4","NYY"
"15805","1","4","NYY"
"15806","0","4","NYY"
"15807","3","4","NYY"
"15808","2","4","NYY"
"15809","1","4","NYY"
"15810","0","4","NYY"
"15811","3","4","NYY"
"15812","0","4","NYY"
"15813","2","4","NYY"
"15814","4","0","MIL"
"15815","0","4","NYY"
"15816","2","4","NYY"
"15817","1","4","NYY"
"15818","4","1","MIL"
"15819","0","4","NYY"
"15820","4","3","MIL"
"15821","2","4","NYY"
"15822","3","4","NYY"
"15823","0","4","NYY"
"15824","3","4","NYY"
"15825","4","3","MIL"
"15826","1","4","NYY"
"15827","2","4","NYY"
"15828","1","4","NYY"
"15829","3","4","NYY"
"15830","4","1","MIL"
"15831","3","4","NYY"
"15832","4","2","MIL"
"15833","2","4","NYY"
"15834","1","4","NYY"
"15835","0","4","NYY"
"15836","1","4","NYY"
"15837","4","1","MIL"
"15838","1","4","NYY"
"15839","4","3","MIL"
"15840","2","4","NYY"
"15841","4","2","MIL"
"15842","3","4","NYY"
"15843","0","4","NYY"
"15844","1","4","NYY"
"15845","2","4","NYY"
"15846","0","4","NYY"
"15847","4","0","MIL"
"15848","1","4","NYY"
"15849","2","4","NYY"
"15850","2","4","NYY"
"15851","4","0","MIL"
"15852","2","4","NYY"
"15853","4","2","MIL"
"15854","0","4","NYY"
"15855","3","4","NYY"
"15856","3","4","NYY"
"15857","4","3","MIL"
"15858","3","4","NYY"
"15859","2","4","NYY"
"15860","0","4","NYY"
"15861","2","4","NYY"
"15862","2","4","NYY"
"15863","4","2","MIL"
"15864","0","4","NYY"
"15865","4","0","MIL"
"15866","4","3","MIL"
"15867","3","4","NYY"
"15868","3","4","NYY"
"15869","4","3","MIL"
"15870","4","3","MIL"
"15871","4","2","MIL"
"15872","2","4","NYY"
"15873","4","0","MIL"
"15874","4","0","MIL"
"15875","1","4","NYY"
"15876","1","4","NYY"
"15877","3","4","NYY"
"15878","1","4","NYY"
"15879","3","4","NYY"
"15880","1","4","NYY"
"15881","3","4","NYY"
"15882","1","4","NYY"
"15883","3","4","NYY"
"15884","3","4","NYY"
"15885","4","3","MIL"
"15886","2","4","NYY"
"15887","4","3","MIL"
"15888","2","4","NYY"
"15889","4","1","MIL"
"15890","3","4","NYY"
"15891","1","4","NYY"
"15892","4","2","MIL"
"15893","3","4","NYY"
"15894","1","4","NYY"
"15895","4","1","MIL"
"15896","4","2","MIL"
"15897","3","4","NYY"
"15898","3","4","NYY"
"15899","3","4","NYY"
"15900","2","4","NYY"
"15901","4","3","MIL"
"15902","2","4","NYY"
"15903","2","4","NYY"
"15904","3","4","NYY"
"15905","4","2","MIL"
"15906","1","4","NYY"
"15907","4","3","MIL"
"15908","1","4","NYY"
"15909","1","4","NYY"
"15910","0","4","NYY"
"15911","2","4","NYY"
"15912","2","4","NYY"
"15913","3","4","NYY"
"15914","1","4","NYY"
"15915","1","4","NYY"
"15916","0","4","NYY"
"15917","4","2","MIL"
"15918","4","1","MIL"
"15919","2","4","NYY"
"15920","0","4","NYY"
"15921","2","4","NYY"
"15922","4","2","MIL"
"15923","3","4","NYY"
"15924","2","4","NYY"
"15925","4","2","MIL"
"15926","4","3","MIL"
"15927","2","4","NYY"
"15928","3","4","NYY"
"15929","1","4","NYY"
"15930","3","4","NYY"
"15931","3","4","NYY"
"15932","2","4","NYY"
"15933","1","4","NYY"
"15934","2","4","NYY"
"15935","2","4","NYY"
"15936","3","4","NYY"
"15937","3","4","NYY"
"15938","4","3","MIL"
"15939","3","4","NYY"
"15940","0","4","NYY"
"15941","1","4","NYY"
"15942","4","2","MIL"
"15943","1","4","NYY"
"15944","4","1","MIL"
"15945","2","4","NYY"
"15946","0","4","NYY"
"15947","1","4","NYY"
"15948","3","4","NYY"
"15949","1","4","NYY"
"15950","3","4","NYY"
"15951","0","4","NYY"
"15952","3","4","NYY"
"15953","1","4","NYY"
"15954","4","2","MIL"
"15955","1","4","NYY"
"15956","2","4","NYY"
"15957","4","3","MIL"
"15958","4","1","MIL"
"15959","4","1","MIL"
"15960","4","2","MIL"
"15961","3","4","NYY"
"15962","3","4","NYY"
"15963","4","1","MIL"
"15964","3","4","NYY"
"15965","1","4","NYY"
"15966","1","4","NYY"
"15967","4","1","MIL"
"15968","4","3","MIL"
"15969","2","4","NYY"
"15970","1","4","NYY"
"15971","3","4","NYY"
"15972","4","3","MIL"
"15973","2","4","NYY"
"15974","4","2","MIL"
"15975","4","3","MIL"
"15976","4","1","MIL"
"15977","4","0","MIL"
"15978","4","3","MIL"
"15979","1","4","NYY"
"15980","1","4","NYY"
"15981","4","2","MIL"
"15982","1","4","NYY"
"15983","2","4","NYY"
"15984","4","2","MIL"
"15985","4","3","MIL"
"15986","4","2","MIL"
"15987","2","4","NYY"
"15988","1","4","NYY"
"15989","4","3","MIL"
"15990","3","4","NYY"
"15991","2","4","NYY"
"15992","4","1","MIL"
"15993","0","4","NYY"
"15994","0","4","NYY"
"15995","2","4","NYY"
"15996","1","4","NYY"
"15997","4","1","MIL"
"15998","4","3","MIL"
"15999","4","2","MIL"
"16000","4","2","MIL"
"16001","3","4","NYY"
"16002","2","4","NYY"
"16003","1","4","NYY"
"16004","2","4","NYY"
"16005","4","0","MIL"
"16006","0","4","NYY"
"16007","0","4","NYY"
"16008","4","2","MIL"
"16009","3","4","NYY"
"16010","4","3","MIL"
"16011","3","4","NYY"
"16012","0","4","NYY"
"16013","3","4","NYY"
"16014","2","4","NYY"
"16015","1","4","NYY"
"16016","4","0","MIL"
"16017","0","4","NYY"
"16018","1","4","NYY"
"16019","4","0","MIL"
"16020","1","4","NYY"
"16021","0","4","NYY"
"16022","4","3","MIL"
"16023","2","4","NYY"
"16024","4","2","MIL"
"16025","3","4","NYY"
"16026","3","4","NYY"
"16027","0","4","NYY"
"16028","0","4","NYY"
"16029","0","4","NYY"
"16030","2","4","NYY"
"16031","1","4","NYY"
"16032","3","4","NYY"
"16033","2","4","NYY"
"16034","0","4","NYY"
"16035","4","3","MIL"
"16036","1","4","NYY"
"16037","1","4","NYY"
"16038","1","4","NYY"
"16039","0","4","NYY"
"16040","2","4","NYY"
"16041","3","4","NYY"
"16042","0","4","NYY"
"16043","3","4","NYY"
"16044","2","4","NYY"
"16045","2","4","NYY"
"16046","3","4","NYY"
"16047","2","4","NYY"
"16048","2","4","NYY"
"16049","3","4","NYY"
"16050","3","4","NYY"
"16051","0","4","NYY"
"16052","4","2","MIL"
"16053","4","3","MIL"
"16054","0","4","NYY"
"16055","2","4","NYY"
"16056","1","4","NYY"
"16057","1","4","NYY"
"16058","3","4","NYY"
"16059","0","4","NYY"
"16060","0","4","NYY"
"16061","0","4","NYY"
"16062","3","4","NYY"
"16063","4","3","MIL"
"16064","3","4","NYY"
"16065","2","4","NYY"
"16066","1","4","NYY"
"16067","4","0","MIL"
"16068","2","4","NYY"
"16069","1","4","NYY"
"16070","1","4","NYY"
"16071","4","3","MIL"
"16072","1","4","NYY"
"16073","2","4","NYY"
"16074","2","4","NYY"
"16075","4","2","MIL"
"16076","4","1","MIL"
"16077","3","4","NYY"
"16078","3","4","NYY"
"16079","2","4","NYY"
"16080","0","4","NYY"
"16081","4","1","MIL"
"16082","4","1","MIL"
"16083","4","2","MIL"
"16084","1","4","NYY"
"16085","1","4","NYY"
"16086","4","1","MIL"
"16087","2","4","NYY"
"16088","1","4","NYY"
"16089","2","4","NYY"
"16090","0","4","NYY"
"16091","1","4","NYY"
"16092","1","4","NYY"
"16093","4","0","MIL"
"16094","0","4","NYY"
"16095","4","0","MIL"
"16096","1","4","NYY"
"16097","4","1","MIL"
"16098","0","4","NYY"
"16099","2","4","NYY"
"16100","1","4","NYY"
"16101","3","4","NYY"
"16102","4","3","MIL"
"16103","0","4","NYY"
"16104","4","2","MIL"
"16105","3","4","NYY"
"16106","4","3","MIL"
"16107","3","4","NYY"
"16108","2","4","NYY"
"16109","3","4","NYY"
"16110","1","4","NYY"
"16111","2","4","NYY"
"16112","1","4","NYY"
"16113","2","4","NYY"
"16114","4","0","MIL"
"16115","4","2","MIL"
"16116","4","1","MIL"
"16117","0","4","NYY"
"16118","4","2","MIL"
"16119","0","4","NYY"
"16120","1","4","NYY"
"16121","2","4","NYY"
"16122","1","4","NYY"
"16123","4","3","MIL"
"16124","1","4","NYY"
"16125","2","4","NYY"
"16126","3","4","NYY"
"16127","2","4","NYY"
"16128","4","0","MIL"
"16129","3","4","NYY"
"16130","0","4","NYY"
"16131","4","2","MIL"
"16132","4","1","MIL"
"16133","1","4","NYY"
"16134","1","4","NYY"
"16135","1","4","NYY"
"16136","1","4","NYY"
"16137","1","4","NYY"
"16138","1","4","NYY"
"16139","4","0","MIL"
"16140","0","4","NYY"
"16141","3","4","NYY"
"16142","4","1","MIL"
"16143","3","4","NYY"
"16144","4","1","MIL"
"16145","4","0","MIL"
"16146","0","4","NYY"
"16147","2","4","NYY"
"16148","1","4","NYY"
"16149","3","4","NYY"
"16150","4","3","MIL"
"16151","2","4","NYY"
"16152","2","4","NYY"
"16153","3","4","NYY"
"16154","4","1","MIL"
"16155","1","4","NYY"
"16156","3","4","NYY"
"16157","4","2","MIL"
"16158","3","4","NYY"
"16159","2","4","NYY"
"16160","1","4","NYY"
"16161","2","4","NYY"
"16162","0","4","NYY"
"16163","0","4","NYY"
"16164","4","2","MIL"
"16165","4","2","MIL"
"16166","3","4","NYY"
"16167","4","3","MIL"
"16168","4","2","MIL"
"16169","3","4","NYY"
"16170","4","3","MIL"
"16171","4","0","MIL"
"16172","1","4","NYY"
"16173","1","4","NYY"
"16174","1","4","NYY"
"16175","4","1","MIL"
"16176","4","0","MIL"
"16177","1","4","NYY"
"16178","4","3","MIL"
"16179","1","4","NYY"
"16180","3","4","NYY"
"16181","0","4","NYY"
"16182","4","3","MIL"
"16183","3","4","NYY"
"16184","1","4","NYY"
"16185","3","4","NYY"
"16186","1","4","NYY"
"16187","4","1","MIL"
"16188","4","1","MIL"
"16189","0","4","NYY"
"16190","4","2","MIL"
"16191","0","4","NYY"
"16192","3","4","NYY"
"16193","3","4","NYY"
"16194","0","4","NYY"
"16195","4","3","MIL"
"16196","0","4","NYY"
"16197","1","4","NYY"
"16198","4","3","MIL"
"16199","2","4","NYY"
"16200","1","4","NYY"
"16201","2","4","NYY"
"16202","2","4","NYY"
"16203","1","4","NYY"
"16204","0","4","NYY"
"16205","4","3","MIL"
"16206","3","4","NYY"
"16207","4","1","MIL"
"16208","3","4","NYY"
"16209","0","4","NYY"
"16210","4","1","MIL"
"16211","1","4","NYY"
"16212","3","4","NYY"
"16213","4","3","MIL"
"16214","1","4","NYY"
"16215","0","4","NYY"
"16216","4","0","MIL"
"16217","2","4","NYY"
"16218","0","4","NYY"
"16219","3","4","NYY"
"16220","4","2","MIL"
"16221","4","3","MIL"
"16222","2","4","NYY"
"16223","3","4","NYY"
"16224","1","4","NYY"
"16225","2","4","NYY"
"16226","3","4","NYY"
"16227","1","4","NYY"
"16228","4","1","MIL"
"16229","4","2","MIL"
"16230","2","4","NYY"
"16231","0","4","NYY"
"16232","4","2","MIL"
"16233","1","4","NYY"
"16234","1","4","NYY"
"16235","2","4","NYY"
"16236","1","4","NYY"
"16237","2","4","NYY"
"16238","1","4","NYY"
"16239","1","4","NYY"
"16240","4","3","MIL"
"16241","1","4","NYY"
"16242","3","4","NYY"
"16243","2","4","NYY"
"16244","4","3","MIL"
"16245","0","4","NYY"
"16246","3","4","NYY"
"16247","2","4","NYY"
"16248","3","4","NYY"
"16249","4","0","MIL"
"16250","4","3","MIL"
"16251","2","4","NYY"
"16252","4","1","MIL"
"16253","1","4","NYY"
"16254","4","1","MIL"
"16255","2","4","NYY"
"16256","2","4","NYY"
"16257","3","4","NYY"
"16258","0","4","NYY"
"16259","2","4","NYY"
"16260","3","4","NYY"
"16261","4","3","MIL"
"16262","3","4","NYY"
"16263","4","0","MIL"
"16264","4","1","MIL"
"16265","4","2","MIL"
"16266","2","4","NYY"
"16267","2","4","NYY"
"16268","0","4","NYY"
"16269","2","4","NYY"
"16270","3","4","NYY"
"16271","3","4","NYY"
