"","OAK","NYY","Series Winner"
"19229","2","4","NYY"
"19230","4","2","OAK"
"19231","4","1","OAK"
"19232","3","4","NYY"
"19233","2","4","NYY"
"19234","1","4","NYY"
"19235","4","2","OAK"
"19236","3","4","NYY"
"19237","3","4","NYY"
"19238","4","3","OAK"
"19239","2","4","NYY"
"19240","3","4","NYY"
"19241","4","3","OAK"
"19242","4","3","OAK"
"19243","4","2","OAK"
"19244","4","2","OAK"
"19245","3","4","NYY"
"19246","2","4","NYY"
"19247","4","2","OAK"
"19248","1","4","NYY"
"19249","4","3","OAK"
"19250","4","3","OAK"
"19251","4","0","OAK"
"19252","4","2","OAK"
"19253","1","4","NYY"
"19254","4","3","OAK"
"19255","1","4","NYY"
"19256","4","3","OAK"
"19257","2","4","NYY"
"19258","2","4","NYY"
"19259","1","4","NYY"
"19260","2","4","NYY"
"19261","4","3","OAK"
"19262","4","2","OAK"
"19263","2","4","NYY"
"19264","4","3","OAK"
"19265","1","4","NYY"
"19266","4","1","OAK"
"19267","2","4","NYY"
"19268","1","4","NYY"
"19269","1","4","NYY"
"19270","4","3","OAK"
"19271","2","4","NYY"
"19272","1","4","NYY"
"19273","4","3","OAK"
"19274","4","3","OAK"
"19275","4","3","OAK"
"19276","4","2","OAK"
"19277","3","4","NYY"
"19278","1","4","NYY"
"19279","2","4","NYY"
"19280","3","4","NYY"
"19281","4","3","OAK"
"19282","2","4","NYY"
"19283","4","1","OAK"
"19284","2","4","NYY"
"19285","4","3","OAK"
"19286","4","2","OAK"
"19287","4","1","OAK"
"19288","4","1","OAK"
"19289","2","4","NYY"
"19290","1","4","NYY"
"19291","2","4","NYY"
"19292","4","1","OAK"
"19293","4","3","OAK"
"19294","1","4","NYY"
"19295","2","4","NYY"
"19296","1","4","NYY"
"19297","4","3","OAK"
"19298","2","4","NYY"
"19299","2","4","NYY"
"19300","2","4","NYY"
"19301","3","4","NYY"
"19302","2","4","NYY"
"19303","4","3","OAK"
"19304","4","3","OAK"
"19305","3","4","NYY"
"19306","3","4","NYY"
"19307","0","4","NYY"
"19308","4","3","OAK"
"19309","4","2","OAK"
"19310","3","4","NYY"
"19311","4","2","OAK"
"19312","3","4","NYY"
"19313","0","4","NYY"
"19314","3","4","NYY"
"19315","4","0","OAK"
"19316","4","2","OAK"
"19317","0","4","NYY"
"19318","1","4","NYY"
"19319","2","4","NYY"
"19320","4","2","OAK"
"19321","4","3","OAK"
"19322","4","3","OAK"
"19323","2","4","NYY"
"19324","3","4","NYY"
"19325","2","4","NYY"
"19326","4","1","OAK"
"19327","4","3","OAK"
"19328","2","4","NYY"
"19329","1","4","NYY"
"19330","4","3","OAK"
"19331","4","0","OAK"
"19332","0","4","NYY"
"19333","4","2","OAK"
"19334","4","0","OAK"
"19335","3","4","NYY"
"19336","3","4","NYY"
"19337","4","1","OAK"
"19338","1","4","NYY"
"19339","4","2","OAK"
"19340","4","3","OAK"
"19341","4","2","OAK"
"19342","4","0","OAK"
"19343","1","4","NYY"
"19344","4","3","OAK"
"19345","4","0","OAK"
"19346","1","4","NYY"
"19347","0","4","NYY"
"19348","0","4","NYY"
"19349","2","4","NYY"
"19350","2","4","NYY"
"19351","4","2","OAK"
"19352","4","1","OAK"
"19353","1","4","NYY"
"19354","2","4","NYY"
"19355","1","4","NYY"
"19356","2","4","NYY"
"19357","4","3","OAK"
"19358","2","4","NYY"
"19359","2","4","NYY"
"19360","3","4","NYY"
"19361","1","4","NYY"
"19362","4","1","OAK"
"19363","2","4","NYY"
"19364","4","2","OAK"
"19365","1","4","NYY"
"19366","2","4","NYY"
"19367","4","2","OAK"
"19368","1","4","NYY"
"19369","0","4","NYY"
"19370","4","3","OAK"
"19371","3","4","NYY"
"19372","4","1","OAK"
"19373","3","4","NYY"
"19374","4","1","OAK"
"19375","4","1","OAK"
"19376","2","4","NYY"
"19377","4","0","OAK"
"19378","3","4","NYY"
"19379","4","3","OAK"
"19380","2","4","NYY"
"19381","4","3","OAK"
"19382","1","4","NYY"
"19383","4","0","OAK"
"19384","4","3","OAK"
"19385","2","4","NYY"
"19386","3","4","NYY"
"19387","4","3","OAK"
"19388","4","1","OAK"
"19389","1","4","NYY"
"19390","4","2","OAK"
"19391","4","1","OAK"
"19392","4","3","OAK"
"19393","4","3","OAK"
"19394","4","2","OAK"
"19395","2","4","NYY"
"19396","1","4","NYY"
"19397","4","1","OAK"
"19398","4","2","OAK"
"19399","2","4","NYY"
"19400","2","4","NYY"
"19401","4","2","OAK"
"19402","4","0","OAK"
"19403","2","4","NYY"
"19404","4","2","OAK"
"19405","3","4","NYY"
"19406","0","4","NYY"
"19407","2","4","NYY"
"19408","1","4","NYY"
"19409","3","4","NYY"
"19410","4","1","OAK"
"19411","4","3","OAK"
"19412","0","4","NYY"
"19413","3","4","NYY"
"19414","4","2","OAK"
"19415","2","4","NYY"
"19416","2","4","NYY"
"19417","4","3","OAK"
"19418","1","4","NYY"
"19419","2","4","NYY"
"19420","0","4","NYY"
"19421","0","4","NYY"
"19422","1","4","NYY"
"19423","0","4","NYY"
"19424","2","4","NYY"
"19425","3","4","NYY"
"19426","1","4","NYY"
"19427","2","4","NYY"
"19428","4","3","OAK"
"19429","2","4","NYY"
"19430","4","1","OAK"
"19431","3","4","NYY"
"19432","3","4","NYY"
"19433","0","4","NYY"
"19434","3","4","NYY"
"19435","1","4","NYY"
"19436","0","4","NYY"
"19437","4","3","OAK"
"19438","3","4","NYY"
"19439","0","4","NYY"
"19440","4","2","OAK"
"19441","4","2","OAK"
"19442","4","2","OAK"
"19443","4","1","OAK"
"19444","4","2","OAK"
"19445","2","4","NYY"
"19446","3","4","NYY"
"19447","1","4","NYY"
"19448","4","3","OAK"
"19449","0","4","NYY"
"19450","2","4","NYY"
"19451","2","4","NYY"
"19452","4","2","OAK"
"19453","2","4","NYY"
"19454","1","4","NYY"
"19455","4","3","OAK"
"19456","4","3","OAK"
"19457","2","4","NYY"
"19458","1","4","NYY"
"19459","3","4","NYY"
"19460","1","4","NYY"
"19461","3","4","NYY"
"19462","1","4","NYY"
"19463","2","4","NYY"
"19464","0","4","NYY"
"19465","2","4","NYY"
"19466","4","1","OAK"
"19467","3","4","NYY"
"19468","1","4","NYY"
"19469","1","4","NYY"
"19470","3","4","NYY"
"19471","4","3","OAK"
"19472","1","4","NYY"
"19473","3","4","NYY"
"19474","4","2","OAK"
"19475","4","2","OAK"
"19476","0","4","NYY"
"19477","0","4","NYY"
"19478","1","4","NYY"
"19479","4","3","OAK"
"19480","4","3","OAK"
"19481","4","1","OAK"
"19482","2","4","NYY"
"19483","3","4","NYY"
"19484","4","3","OAK"
"19485","4","3","OAK"
"19486","4","3","OAK"
"19487","1","4","NYY"
"19488","2","4","NYY"
"19489","1","4","NYY"
"19490","4","2","OAK"
"19491","2","4","NYY"
"19492","4","1","OAK"
"19493","1","4","NYY"
"19494","1","4","NYY"
"19495","3","4","NYY"
"19496","2","4","NYY"
"19497","2","4","NYY"
"19498","2","4","NYY"
"19499","4","1","OAK"
"19500","4","1","OAK"
"19501","3","4","NYY"
"19502","4","1","OAK"
"19503","4","1","OAK"
"19504","4","0","OAK"
"19505","4","2","OAK"
"19506","4","0","OAK"
"19507","3","4","NYY"
"19508","1","4","NYY"
"19509","4","1","OAK"
"19510","4","1","OAK"
"19511","1","4","NYY"
"19512","4","1","OAK"
"19513","4","1","OAK"
"19514","2","4","NYY"
"19515","4","2","OAK"
"19516","4","3","OAK"
"19517","4","2","OAK"
"19518","2","4","NYY"
"19519","3","4","NYY"
"19520","1","4","NYY"
"19521","4","3","OAK"
"19522","4","1","OAK"
"19523","2","4","NYY"
"19524","4","2","OAK"
"19525","2","4","NYY"
"19526","4","2","OAK"
"19527","2","4","NYY"
"19528","4","2","OAK"
"19529","4","2","OAK"
"19530","0","4","NYY"
"19531","2","4","NYY"
"19532","4","1","OAK"
"19533","4","2","OAK"
"19534","2","4","NYY"
"19535","4","2","OAK"
"19536","4","2","OAK"
"19537","4","3","OAK"
"19538","1","4","NYY"
"19539","2","4","NYY"
"19540","4","2","OAK"
"19541","4","3","OAK"
"19542","4","3","OAK"
"19543","4","3","OAK"
"19544","1","4","NYY"
"19545","2","4","NYY"
"19546","4","2","OAK"
"19547","4","3","OAK"
"19548","4","3","OAK"
"19549","0","4","NYY"
"19550","2","4","NYY"
"19551","4","1","OAK"
"19552","1","4","NYY"
"19553","4","0","OAK"
"19554","2","4","NYY"
"19555","1","4","NYY"
"19556","4","2","OAK"
"19557","2","4","NYY"
"19558","1","4","NYY"
"19559","2","4","NYY"
"19560","3","4","NYY"
"19561","4","0","OAK"
"19562","0","4","NYY"
"19563","4","2","OAK"
"19564","2","4","NYY"
"19565","3","4","NYY"
"19566","4","3","OAK"
"19567","2","4","NYY"
"19568","2","4","NYY"
"19569","2","4","NYY"
"19570","4","3","OAK"
"19571","4","0","OAK"
"19572","1","4","NYY"
"19573","2","4","NYY"
"19574","1","4","NYY"
"19575","3","4","NYY"
"19576","4","2","OAK"
"19577","2","4","NYY"
"19578","1","4","NYY"
"19579","0","4","NYY"
"19580","2","4","NYY"
"19581","2","4","NYY"
"19582","3","4","NYY"
"19583","1","4","NYY"
"19584","2","4","NYY"
"19585","4","3","OAK"
"19586","2","4","NYY"
"19587","0","4","NYY"
"19588","4","2","OAK"
"19589","1","4","NYY"
"19590","2","4","NYY"
"19591","3","4","NYY"
"19592","4","2","OAK"
"19593","4","3","OAK"
"19594","3","4","NYY"
"19595","4","2","OAK"
"19596","3","4","NYY"
"19597","4","3","OAK"
"19598","0","4","NYY"
"19599","3","4","NYY"
"19600","2","4","NYY"
"19601","4","0","OAK"
"19602","4","2","OAK"
"19603","4","2","OAK"
"19604","1","4","NYY"
"19605","2","4","NYY"
"19606","3","4","NYY"
"19607","4","2","OAK"
"19608","4","3","OAK"
"19609","1","4","NYY"
"19610","4","1","OAK"
"19611","0","4","NYY"
"19612","0","4","NYY"
"19613","4","3","OAK"
"19614","4","2","OAK"
"19615","1","4","NYY"
"19616","4","2","OAK"
"19617","2","4","NYY"
"19618","4","2","OAK"
"19619","4","1","OAK"
"19620","1","4","NYY"
"19621","2","4","NYY"
"19622","2","4","NYY"
"19623","1","4","NYY"
"19624","4","1","OAK"
"19625","1","4","NYY"
"19626","3","4","NYY"
"19627","3","4","NYY"
"19628","4","3","OAK"
"19629","4","2","OAK"
"19630","3","4","NYY"
"19631","1","4","NYY"
"19632","4","3","OAK"
"19633","1","4","NYY"
"19634","3","4","NYY"
"19635","1","4","NYY"
"19636","4","2","OAK"
"19637","2","4","NYY"
"19638","3","4","NYY"
"19639","1","4","NYY"
"19640","3","4","NYY"
"19641","3","4","NYY"
"19642","1","4","NYY"
"19643","4","2","OAK"
"19644","1","4","NYY"
"19645","3","4","NYY"
"19646","4","3","OAK"
"19647","0","4","NYY"
"19648","1","4","NYY"
"19649","4","0","OAK"
"19650","4","2","OAK"
"19651","2","4","NYY"
"19652","2","4","NYY"
"19653","4","1","OAK"
"19654","4","3","OAK"
"19655","4","3","OAK"
"19656","0","4","NYY"
"19657","1","4","NYY"
"19658","0","4","NYY"
"19659","1","4","NYY"
"19660","4","2","OAK"
"19661","0","4","NYY"
"19662","4","2","OAK"
"19663","2","4","NYY"
"19664","3","4","NYY"
"19665","4","3","OAK"
"19666","3","4","NYY"
"19667","4","2","OAK"
"19668","0","4","NYY"
"19669","4","2","OAK"
"19670","3","4","NYY"
"19671","1","4","NYY"
"19672","2","4","NYY"
"19673","4","1","OAK"
"19674","2","4","NYY"
"19675","0","4","NYY"
"19676","2","4","NYY"
"19677","4","1","OAK"
"19678","4","3","OAK"
"19679","1","4","NYY"
"19680","0","4","NYY"
"19681","2","4","NYY"
"19682","4","1","OAK"
"19683","3","4","NYY"
"19684","4","2","OAK"
"19685","3","4","NYY"
"19686","4","3","OAK"
"19687","4","1","OAK"
"19688","4","3","OAK"
"19689","3","4","NYY"
"19690","4","2","OAK"
"19691","4","2","OAK"
"19692","3","4","NYY"
"19693","4","1","OAK"
"19694","4","1","OAK"
"19695","3","4","NYY"
"19696","3","4","NYY"
"19697","2","4","NYY"
"19698","1","4","NYY"
"19699","3","4","NYY"
"19700","4","2","OAK"
"19701","4","3","OAK"
"19702","2","4","NYY"
"19703","4","0","OAK"
"19704","1","4","NYY"
"19705","4","1","OAK"
"19706","0","4","NYY"
"19707","4","0","OAK"
"19708","4","2","OAK"
"19709","3","4","NYY"
"19710","3","4","NYY"
"19711","4","3","OAK"
"19712","4","1","OAK"
"19713","0","4","NYY"
"19714","2","4","NYY"
"19715","1","4","NYY"
"19716","0","4","NYY"
"19717","4","3","OAK"
"19718","2","4","NYY"
"19719","1","4","NYY"
"19720","4","1","OAK"
"19721","2","4","NYY"
"19722","3","4","NYY"
"19723","1","4","NYY"
"19724","4","2","OAK"
"19725","1","4","NYY"
"19726","1","4","NYY"
"19727","2","4","NYY"
"19728","2","4","NYY"
"19729","4","2","OAK"
"19730","1","4","NYY"
"19731","4","2","OAK"
"19732","4","1","OAK"
"19733","2","4","NYY"
"19734","4","3","OAK"
"19735","3","4","NYY"
"19736","1","4","NYY"
"19737","4","3","OAK"
"19738","4","3","OAK"
"19739","4","1","OAK"
"19740","0","4","NYY"
"19741","4","2","OAK"
"19742","1","4","NYY"
"19743","2","4","NYY"
"19744","4","3","OAK"
"19745","4","0","OAK"
"19746","4","3","OAK"
"19747","4","0","OAK"
"19748","4","3","OAK"
"19749","3","4","NYY"
"19750","4","2","OAK"
"19751","1","4","NYY"
"19752","0","4","NYY"
"19753","4","1","OAK"
"19754","2","4","NYY"
"19755","4","0","OAK"
"19756","1","4","NYY"
"19757","4","3","OAK"
"19758","1","4","NYY"
"19759","4","1","OAK"
"19760","4","3","OAK"
"19761","4","3","OAK"
"19762","4","2","OAK"
"19763","4","3","OAK"
"19764","0","4","NYY"
"19765","3","4","NYY"
"19766","4","0","OAK"
"19767","4","3","OAK"
"19768","4","2","OAK"
"19769","4","2","OAK"
"19770","2","4","NYY"
"19771","4","3","OAK"
"19772","2","4","NYY"
"19773","4","3","OAK"
"19774","4","1","OAK"
"19775","3","4","NYY"
"19776","4","1","OAK"
"19777","4","3","OAK"
"19778","3","4","NYY"
"19779","4","3","OAK"
"19780","2","4","NYY"
"19781","2","4","NYY"
"19782","4","2","OAK"
"19783","3","4","NYY"
"19784","0","4","NYY"
"19785","4","3","OAK"
"19786","2","4","NYY"
"19787","1","4","NYY"
"19788","4","3","OAK"
"19789","4","2","OAK"
"19790","1","4","NYY"
"19791","1","4","NYY"
"19792","4","2","OAK"
"19793","2","4","NYY"
"19794","1","4","NYY"
"19795","4","3","OAK"
"19796","4","2","OAK"
"19797","1","4","NYY"
"19798","2","4","NYY"
"19799","4","0","OAK"
"19800","2","4","NYY"
"19801","4","1","OAK"
"19802","4","1","OAK"
"19803","4","2","OAK"
"19804","4","0","OAK"
"19805","4","0","OAK"
"19806","4","3","OAK"
"19807","1","4","NYY"
"19808","4","0","OAK"
"19809","1","4","NYY"
"19810","4","1","OAK"
"19811","2","4","NYY"
"19812","0","4","NYY"
"19813","3","4","NYY"
"19814","2","4","NYY"
"19815","2","4","NYY"
"19816","4","2","OAK"
"19817","4","3","OAK"
"19818","2","4","NYY"
"19819","1","4","NYY"
"19820","3","4","NYY"
"19821","2","4","NYY"
"19822","2","4","NYY"
"19823","4","3","OAK"
"19824","4","1","OAK"
"19825","4","0","OAK"
"19826","4","2","OAK"
"19827","3","4","NYY"
"19828","4","3","OAK"
"19829","4","3","OAK"
"19830","2","4","NYY"
"19831","2","4","NYY"
"19832","2","4","NYY"
"19833","1","4","NYY"
"19834","4","3","OAK"
"19835","4","3","OAK"
"19836","3","4","NYY"
"19837","2","4","NYY"
"19838","3","4","NYY"
"19839","3","4","NYY"
"19840","1","4","NYY"
"19841","3","4","NYY"
"19842","2","4","NYY"
"19843","4","2","OAK"
"19844","1","4","NYY"
"19845","4","1","OAK"
"19846","0","4","NYY"
"19847","2","4","NYY"
"19848","1","4","NYY"
"19849","4","3","OAK"
"19850","4","3","OAK"
"19851","2","4","NYY"
"19852","1","4","NYY"
"19853","0","4","NYY"
"19854","3","4","NYY"
"19855","4","3","OAK"
"19856","1","4","NYY"
"19857","4","2","OAK"
"19858","0","4","NYY"
"19859","4","3","OAK"
"19860","2","4","NYY"
"19861","1","4","NYY"
"19862","4","3","OAK"
"19863","1","4","NYY"
"19864","2","4","NYY"
"19865","4","3","OAK"
"19866","0","4","NYY"
"19867","3","4","NYY"
"19868","2","4","NYY"
"19869","2","4","NYY"
"19870","1","4","NYY"
"19871","2","4","NYY"
"19872","2","4","NYY"
"19873","4","0","OAK"
"19874","4","3","OAK"
"19875","4","3","OAK"
"19876","0","4","NYY"
"19877","2","4","NYY"
"19878","3","4","NYY"
"19879","4","2","OAK"
"19880","4","2","OAK"
"19881","4","2","OAK"
"19882","4","3","OAK"
"19883","4","1","OAK"
"19884","4","1","OAK"
"19885","4","2","OAK"
"19886","0","4","NYY"
"19887","4","3","OAK"
"19888","1","4","NYY"
"19889","4","3","OAK"
"19890","3","4","NYY"
"19891","4","2","OAK"
"19892","4","2","OAK"
"19893","4","2","OAK"
"19894","4","0","OAK"
"19895","1","4","NYY"
"19896","2","4","NYY"
"19897","3","4","NYY"
"19898","3","4","NYY"
"19899","4","2","OAK"
"19900","2","4","NYY"
"19901","4","3","OAK"
"19902","4","3","OAK"
"19903","4","1","OAK"
"19904","4","1","OAK"
"19905","4","3","OAK"
"19906","4","1","OAK"
"19907","4","2","OAK"
"19908","3","4","NYY"
"19909","0","4","NYY"
"19910","3","4","NYY"
"19911","2","4","NYY"
"19912","0","4","NYY"
"19913","1","4","NYY"
"19914","2","4","NYY"
"19915","3","4","NYY"
"19916","0","4","NYY"
"19917","2","4","NYY"
"19918","3","4","NYY"
"19919","4","3","OAK"
"19920","2","4","NYY"
"19921","3","4","NYY"
"19922","4","1","OAK"
"19923","4","1","OAK"
"19924","4","3","OAK"
"19925","4","3","OAK"
"19926","4","1","OAK"
"19927","4","2","OAK"
"19928","4","2","OAK"
"19929","2","4","NYY"
"19930","4","1","OAK"
"19931","0","4","NYY"
"19932","1","4","NYY"
"19933","4","2","OAK"
"19934","4","1","OAK"
"19935","4","3","OAK"
"19936","4","1","OAK"
"19937","4","0","OAK"
"19938","4","3","OAK"
"19939","4","3","OAK"
"19940","4","1","OAK"
"19941","1","4","NYY"
"19942","4","2","OAK"
"19943","2","4","NYY"
"19944","2","4","NYY"
"19945","1","4","NYY"
"19946","4","3","OAK"
"19947","4","2","OAK"
"19948","1","4","NYY"
"19949","0","4","NYY"
"19950","4","3","OAK"
"19951","0","4","NYY"
"19952","3","4","NYY"
"19953","4","3","OAK"
"19954","3","4","NYY"
"19955","4","2","OAK"
"19956","4","3","OAK"
"19957","2","4","NYY"
"19958","1","4","NYY"
"19959","2","4","NYY"
"19960","1","4","NYY"
"19961","1","4","NYY"
"19962","4","3","OAK"
"19963","1","4","NYY"
"19964","4","2","OAK"
"19965","4","2","OAK"
"19966","2","4","NYY"
"19967","1","4","NYY"
"19968","4","2","OAK"
"19969","4","2","OAK"
"19970","4","1","OAK"
"19971","4","2","OAK"
"19972","3","4","NYY"
"19973","0","4","NYY"
"19974","3","4","NYY"
"19975","0","4","NYY"
"19976","4","2","OAK"
"19977","0","4","NYY"
"19978","2","4","NYY"
"19979","4","3","OAK"
"19980","4","1","OAK"
"19981","4","3","OAK"
"19982","3","4","NYY"
"19983","4","3","OAK"
"19984","0","4","NYY"
"19985","4","2","OAK"
"19986","4","3","OAK"
"19987","2","4","NYY"
"19988","4","2","OAK"
"19989","4","1","OAK"
"19990","2","4","NYY"
"19991","2","4","NYY"
"19992","0","4","NYY"
"19993","3","4","NYY"
"19994","4","2","OAK"
"19995","4","2","OAK"
"19996","1","4","NYY"
"19997","4","1","OAK"
"19998","2","4","NYY"
"19999","0","4","NYY"
"20000","2","4","NYY"
"20001","4","2","OAK"
"20002","4","3","OAK"
"20003","4","2","OAK"
"20004","4","3","OAK"
"20005","4","1","OAK"
"20006","4","3","OAK"
"20007","2","4","NYY"
"20008","4","3","OAK"
"20009","0","4","NYY"
"20010","3","4","NYY"
"20011","4","0","OAK"
"20012","3","4","NYY"
"20013","4","3","OAK"
"20014","3","4","NYY"
"20015","2","4","NYY"
"20016","4","2","OAK"
"20017","4","1","OAK"
"20018","2","4","NYY"
"20019","1","4","NYY"
"20020","4","1","OAK"
"20021","4","0","OAK"
"20022","3","4","NYY"
"20023","2","4","NYY"
"20024","4","1","OAK"
"20025","2","4","NYY"
"20026","3","4","NYY"
"20027","2","4","NYY"
"20028","1","4","NYY"
"20029","4","2","OAK"
"20030","1","4","NYY"
"20031","4","3","OAK"
"20032","1","4","NYY"
"20033","4","3","OAK"
"20034","4","3","OAK"
"20035","2","4","NYY"
"20036","2","4","NYY"
"20037","4","3","OAK"
"20038","4","3","OAK"
"20039","1","4","NYY"
"20040","1","4","NYY"
"20041","1","4","NYY"
"20042","3","4","NYY"
"20043","2","4","NYY"
"20044","3","4","NYY"
"20045","1","4","NYY"
"20046","3","4","NYY"
"20047","2","4","NYY"
"20048","2","4","NYY"
"20049","0","4","NYY"
"20050","4","2","OAK"
"20051","0","4","NYY"
"20052","1","4","NYY"
"20053","4","1","OAK"
"20054","1","4","NYY"
"20055","1","4","NYY"
"20056","4","2","OAK"
"20057","2","4","NYY"
"20058","1","4","NYY"
"20059","3","4","NYY"
"20060","4","3","OAK"
"20061","4","1","OAK"
"20062","4","3","OAK"
"20063","4","3","OAK"
"20064","3","4","NYY"
"20065","3","4","NYY"
"20066","4","0","OAK"
"20067","2","4","NYY"
"20068","3","4","NYY"
"20069","4","3","OAK"
"20070","4","3","OAK"
"20071","2","4","NYY"
"20072","2","4","NYY"
"20073","4","1","OAK"
"20074","4","2","OAK"
"20075","3","4","NYY"
"20076","2","4","NYY"
"20077","4","3","OAK"
"20078","4","0","OAK"
"20079","1","4","NYY"
"20080","2","4","NYY"
"20081","4","2","OAK"
"20082","4","3","OAK"
"20083","4","2","OAK"
"20084","1","4","NYY"
"20085","4","3","OAK"
"20086","0","4","NYY"
"20087","2","4","NYY"
"20088","4","3","OAK"
"20089","2","4","NYY"
"20090","3","4","NYY"
"20091","3","4","NYY"
"20092","4","1","OAK"
"20093","0","4","NYY"
"20094","4","2","OAK"
"20095","4","3","OAK"
"20096","3","4","NYY"
"20097","4","3","OAK"
"20098","4","3","OAK"
"20099","2","4","NYY"
"20100","4","1","OAK"
"20101","0","4","NYY"
"20102","3","4","NYY"
"20103","2","4","NYY"
"20104","1","4","NYY"
"20105","2","4","NYY"
"20106","1","4","NYY"
"20107","1","4","NYY"
"20108","4","1","OAK"
"20109","1","4","NYY"
"20110","1","4","NYY"
"20111","4","1","OAK"
"20112","3","4","NYY"
"20113","0","4","NYY"
"20114","3","4","NYY"
"20115","1","4","NYY"
"20116","4","2","OAK"
"20117","0","4","NYY"
"20118","4","3","OAK"
"20119","4","3","OAK"
"20120","0","4","NYY"
"20121","4","1","OAK"
"20122","2","4","NYY"
"20123","1","4","NYY"
"20124","0","4","NYY"
"20125","2","4","NYY"
"20126","4","2","OAK"
"20127","3","4","NYY"
"20128","2","4","NYY"
"20129","1","4","NYY"
"20130","4","2","OAK"
"20131","3","4","NYY"
"20132","4","3","OAK"
"20133","4","3","OAK"
"20134","2","4","NYY"
"20135","3","4","NYY"
"20136","4","2","OAK"
"20137","4","3","OAK"
"20138","1","4","NYY"
"20139","2","4","NYY"
"20140","4","2","OAK"
"20141","4","2","OAK"
"20142","4","3","OAK"
"20143","0","4","NYY"
"20144","3","4","NYY"
"20145","4","1","OAK"
"20146","4","1","OAK"
"20147","2","4","NYY"
"20148","4","3","OAK"
"20149","1","4","NYY"
"20150","4","1","OAK"
"20151","4","3","OAK"
"20152","1","4","NYY"
"20153","0","4","NYY"
"20154","1","4","NYY"
"20155","4","0","OAK"
"20156","3","4","NYY"
"20157","2","4","NYY"
"20158","0","4","NYY"
"20159","3","4","NYY"
"20160","4","1","OAK"
"20161","2","4","NYY"
"20162","1","4","NYY"
"20163","2","4","NYY"
"20164","4","3","OAK"
"20165","1","4","NYY"
"20166","4","2","OAK"
"20167","2","4","NYY"
"20168","2","4","NYY"
"20169","4","3","OAK"
"20170","3","4","NYY"
"20171","2","4","NYY"
"20172","3","4","NYY"
"20173","4","3","OAK"
"20174","1","4","NYY"
"20175","3","4","NYY"
"20176","1","4","NYY"
"20177","1","4","NYY"
"20178","1","4","NYY"
"20179","2","4","NYY"
"20180","0","4","NYY"
"20181","1","4","NYY"
"20182","1","4","NYY"
"20183","1","4","NYY"
"20184","4","3","OAK"
"20185","0","4","NYY"
"20186","0","4","NYY"
"20187","3","4","NYY"
"20188","2","4","NYY"
"20189","2","4","NYY"
"20190","4","3","OAK"
"20191","3","4","NYY"
"20192","4","2","OAK"
"20193","2","4","NYY"
"20194","2","4","NYY"
"20195","0","4","NYY"
"20196","4","2","OAK"
"20197","3","4","NYY"
"20198","4","2","OAK"
"20199","4","2","OAK"
"20200","2","4","NYY"
"20201","4","3","OAK"
"20202","4","0","OAK"
"20203","2","4","NYY"
"20204","3","4","NYY"
"20205","0","4","NYY"
"20206","4","2","OAK"
"20207","4","1","OAK"
"20208","3","4","NYY"
"20209","2","4","NYY"
"20210","2","4","NYY"
"20211","3","4","NYY"
"20212","3","4","NYY"
"20213","4","1","OAK"
"20214","4","0","OAK"
"20215","1","4","NYY"
"20216","2","4","NYY"
"20217","2","4","NYY"
"20218","0","4","NYY"
"20219","1","4","NYY"
"20220","4","3","OAK"
"20221","0","4","NYY"
"20222","4","1","OAK"
"20223","4","1","OAK"
"20224","2","4","NYY"
"20225","3","4","NYY"
"20226","3","4","NYY"
"20227","3","4","NYY"
"20228","4","3","OAK"
"20229","3","4","NYY"
"20230","0","4","NYY"
"20231","2","4","NYY"
"20232","4","3","OAK"
"20233","1","4","NYY"
"20234","2","4","NYY"
"20235","3","4","NYY"
"20236","4","2","OAK"
"20237","4","1","OAK"
"20238","4","1","OAK"
"20239","4","3","OAK"
"20240","2","4","NYY"
"20241","2","4","NYY"
"20242","1","4","NYY"
"20243","0","4","NYY"
"20244","2","4","NYY"
"20245","4","2","OAK"
"20246","4","3","OAK"
"20247","4","1","OAK"
"20248","4","2","OAK"
"20249","1","4","NYY"
"20250","0","4","NYY"
"20251","1","4","NYY"
"20252","3","4","NYY"
"20253","0","4","NYY"
"20254","4","3","OAK"
"20255","2","4","NYY"
"20256","4","3","OAK"
"20257","4","2","OAK"
"20258","3","4","NYY"
"20259","4","0","OAK"
"20260","4","0","OAK"
"20261","3","4","NYY"
"20262","2","4","NYY"
"20263","4","2","OAK"
"20264","3","4","NYY"
"20265","4","1","OAK"
"20266","4","2","OAK"
"20267","3","4","NYY"
"20268","4","1","OAK"
"20269","2","4","NYY"
"20270","1","4","NYY"
"20271","2","4","NYY"
"20272","4","0","OAK"
"20273","3","4","NYY"
"20274","4","3","OAK"
"20275","4","2","OAK"
"20276","2","4","NYY"
"20277","1","4","NYY"
"20278","1","4","NYY"
"20279","0","4","NYY"
"20280","4","2","OAK"
"20281","3","4","NYY"
"20282","0","4","NYY"
"20283","4","0","OAK"
"20284","0","4","NYY"
"20285","4","2","OAK"
"20286","2","4","NYY"
"20287","0","4","NYY"
"20288","4","2","OAK"
"20289","4","3","OAK"
"20290","4","3","OAK"
"20291","3","4","NYY"
"20292","4","3","OAK"
"20293","4","2","OAK"
"20294","0","4","NYY"
"20295","2","4","NYY"
"20296","3","4","NYY"
"20297","1","4","NYY"
"20298","0","4","NYY"
"20299","3","4","NYY"
"20300","4","2","OAK"
"20301","4","0","OAK"
"20302","2","4","NYY"
"20303","4","2","OAK"
