"","LAD","HOU","Champion"
"4527","4","1","LAD"
"4528","2","4","HOU"
"4529","4","1","LAD"
"4530","4","3","LAD"
"4531","4","2","LAD"
"4532","4","1","LAD"
"4533","4","1","LAD"
"4534","3","4","HOU"
"4535","4","2","LAD"
"4536","0","4","HOU"
"4537","4","1","LAD"
"4538","2","4","HOU"
"4539","4","2","LAD"
"4540","3","4","HOU"
"4541","4","0","LAD"
"4542","3","4","HOU"
"4543","3","4","HOU"
"4544","0","4","HOU"
"4545","4","3","LAD"
"4546","4","1","LAD"
"4547","2","4","HOU"
"4548","4","2","LAD"
"4549","0","4","HOU"
"4550","4","3","LAD"
"4551","3","4","HOU"
"4552","4","2","LAD"
"4553","3","4","HOU"
"4554","4","3","LAD"
"4555","4","2","LAD"
"4556","4","1","LAD"
"4557","2","4","HOU"
"4558","4","1","LAD"
"4559","4","3","LAD"
"4560","3","4","HOU"
"4561","3","4","HOU"
"4562","4","1","LAD"
"4563","0","4","HOU"
"4564","4","3","LAD"
"4565","1","4","HOU"
"4566","2","4","HOU"
"4567","2","4","HOU"
"4568","4","0","LAD"
"4569","4","2","LAD"
"4570","4","3","LAD"
"4571","4","2","LAD"
"4572","3","4","HOU"
"4573","4","3","LAD"
"4574","4","3","LAD"
"4575","4","2","LAD"
"4576","4","1","LAD"
"4577","4","2","LAD"
"4578","4","2","LAD"
"4579","4","3","LAD"
"4580","2","4","HOU"
"4581","4","3","LAD"
"4582","2","4","HOU"
"4583","4","3","LAD"
"4584","1","4","HOU"
"4585","0","4","HOU"
"4586","1","4","HOU"
"4587","3","4","HOU"
"4588","1","4","HOU"
"4589","1","4","HOU"
"4590","1","4","HOU"
"4591","4","2","LAD"
"4592","4","0","LAD"
"4593","1","4","HOU"
"4594","4","2","LAD"
"4595","2","4","HOU"
"4596","4","1","LAD"
"4597","4","1","LAD"
"4598","1","4","HOU"
"4599","1","4","HOU"
"4600","4","2","LAD"
"4601","2","4","HOU"
"4602","3","4","HOU"
"4603","3","4","HOU"
"4604","3","4","HOU"
"4605","3","4","HOU"
"4606","0","4","HOU"
"4607","4","0","LAD"
"4608","4","1","LAD"
"4609","3","4","HOU"
"4610","0","4","HOU"
"4611","4","1","LAD"
"4612","1","4","HOU"
"4613","4","3","LAD"
"4614","4","2","LAD"
"4615","2","4","HOU"
"4616","4","3","LAD"
"4617","0","4","HOU"
"4618","4","1","LAD"
"4619","3","4","HOU"
"4620","4","1","LAD"
"4621","4","3","LAD"
"4622","4","1","LAD"
"4623","4","1","LAD"
"4624","4","0","LAD"
"4625","4","2","LAD"
"4626","4","1","LAD"
"4627","4","3","LAD"
"4628","4","1","LAD"
"4629","3","4","HOU"
"4630","2","4","HOU"
"4631","4","3","LAD"
"4632","1","4","HOU"
"4633","2","4","HOU"
"4634","1","4","HOU"
"4635","4","2","LAD"
"4636","1","4","HOU"
"4637","4","2","LAD"
"4638","2","4","HOU"
"4639","4","2","LAD"
"4640","1","4","HOU"
"4641","3","4","HOU"
"4642","2","4","HOU"
"4643","3","4","HOU"
"4644","0","4","HOU"
"4645","3","4","HOU"
"4646","4","1","LAD"
"4647","4","2","LAD"
"4648","3","4","HOU"
"4649","4","1","LAD"
"4650","4","3","LAD"
"4651","4","1","LAD"
"4652","0","4","HOU"
"4653","4","1","LAD"
"4654","1","4","HOU"
"4655","4","1","LAD"
"4656","4","2","LAD"
"4657","4","2","LAD"
"4658","0","4","HOU"
"4659","1","4","HOU"
"4660","4","3","LAD"
"4661","3","4","HOU"
"4662","4","0","LAD"
"4663","4","2","LAD"
"4664","3","4","HOU"
"4665","0","4","HOU"
"4666","4","1","LAD"
"4667","4","3","LAD"
"4668","3","4","HOU"
"4669","4","1","LAD"
"4670","4","2","LAD"
"4671","4","3","LAD"
"4672","4","3","LAD"
"4673","4","1","LAD"
"4674","4","1","LAD"
"4675","4","1","LAD"
"4676","4","1","LAD"
"4677","4","2","LAD"
"4678","0","4","HOU"
"4679","3","4","HOU"
"4680","4","3","LAD"
"4681","4","3","LAD"
"4682","0","4","HOU"
"4683","4","3","LAD"
"4684","0","4","HOU"
"4685","4","1","LAD"
"4686","2","4","HOU"
"4687","4","2","LAD"
"4688","3","4","HOU"
"4689","2","4","HOU"
"4690","4","2","LAD"
"4691","3","4","HOU"
"4692","2","4","HOU"
"4693","4","2","LAD"
"4694","0","4","HOU"
"4695","4","1","LAD"
"4696","3","4","HOU"
"4697","4","2","LAD"
"4698","2","4","HOU"
"4699","4","1","LAD"
"4700","4","2","LAD"
"4701","4","0","LAD"
"4702","4","1","LAD"
"4703","1","4","HOU"
"4704","4","2","LAD"
"4705","4","0","LAD"
"4706","4","3","LAD"
"4707","2","4","HOU"
"4708","2","4","HOU"
"4709","4","0","LAD"
"4710","4","2","LAD"
"4711","4","1","LAD"
"4712","4","3","LAD"
"4713","4","3","LAD"
"4714","3","4","HOU"
"4715","4","3","LAD"
"4716","4","2","LAD"
"4717","1","4","HOU"
"4718","4","1","LAD"
"4719","4","1","LAD"
"4720","4","2","LAD"
"4721","2","4","HOU"
"4722","4","2","LAD"
"4723","4","3","LAD"
"4724","3","4","HOU"
"4725","4","2","LAD"
"4726","4","1","LAD"
"4727","3","4","HOU"
"4728","1","4","HOU"
"4729","2","4","HOU"
"4730","3","4","HOU"
"4731","0","4","HOU"
"4732","4","2","LAD"
"4733","4","1","LAD"
"4734","3","4","HOU"
"4735","3","4","HOU"
"4736","4","1","LAD"
"4737","4","3","LAD"
"4738","4","1","LAD"
"4739","4","1","LAD"
"4740","4","3","LAD"
"4741","4","0","LAD"
"4742","0","4","HOU"
"4743","4","2","LAD"
"4744","4","1","LAD"
"4745","3","4","HOU"
"4746","4","3","LAD"
"4747","2","4","HOU"
"4748","2","4","HOU"
"4749","4","1","LAD"
"4750","3","4","HOU"
"4751","0","4","HOU"
"4752","4","3","LAD"
"4753","3","4","HOU"
"4754","2","4","HOU"
"4755","3","4","HOU"
"4756","4","1","LAD"
"4757","4","3","LAD"
"4758","2","4","HOU"
"4759","4","3","LAD"
"4760","4","3","LAD"
"4761","0","4","HOU"
"4762","4","2","LAD"
"4763","2","4","HOU"
"4764","3","4","HOU"
"4765","3","4","HOU"
"4766","0","4","HOU"
"4767","4","1","LAD"
"4768","3","4","HOU"
"4769","4","2","LAD"
"4770","4","1","LAD"
"4771","4","1","LAD"
"4772","2","4","HOU"
"4773","1","4","HOU"
"4774","4","0","LAD"
"4775","4","3","LAD"
"4776","4","3","LAD"
"4777","2","4","HOU"
"4778","4","1","LAD"
"4779","3","4","HOU"
"4780","4","3","LAD"
"4781","2","4","HOU"
"4782","4","1","LAD"
"4783","4","2","LAD"
"4784","1","4","HOU"
"4785","2","4","HOU"
"4786","4","3","LAD"
"4787","2","4","HOU"
"4788","2","4","HOU"
"4789","4","1","LAD"
"4790","4","2","LAD"
"4791","3","4","HOU"
"4792","4","1","LAD"
"4793","4","2","LAD"
"4794","4","2","LAD"
"4795","4","1","LAD"
"4796","4","1","LAD"
"4797","0","4","HOU"
"4798","3","4","HOU"
"4799","4","3","LAD"
"4800","3","4","HOU"
"4801","0","4","HOU"
"4802","1","4","HOU"
"4803","4","2","LAD"
"4804","4","0","LAD"
"4805","4","1","LAD"
"4806","4","3","LAD"
"4807","0","4","HOU"
"4808","4","2","LAD"
"4809","3","4","HOU"
"4810","4","0","LAD"
"4811","0","4","HOU"
"4812","2","4","HOU"
"4813","3","4","HOU"
"4814","4","0","LAD"
"4815","3","4","HOU"
"4816","4","1","LAD"
"4817","4","0","LAD"
"4818","4","2","LAD"
"4819","4","2","LAD"
"4820","0","4","HOU"
"4821","3","4","HOU"
"4822","4","2","LAD"
"4823","4","1","LAD"
"4824","4","0","LAD"
"4825","4","3","LAD"
"4826","4","3","LAD"
"4827","4","1","LAD"
"4828","4","3","LAD"
"4829","4","2","LAD"
"4830","4","1","LAD"
"4831","3","4","HOU"
"4832","0","4","HOU"
"4833","4","2","LAD"
"4834","4","1","LAD"
"4835","4","3","LAD"
"4836","4","1","LAD"
"4837","3","4","HOU"
"4838","0","4","HOU"
"4839","4","1","LAD"
"4840","3","4","HOU"
"4841","2","4","HOU"
"4842","4","2","LAD"
"4843","2","4","HOU"
"4844","4","1","LAD"
"4845","2","4","HOU"
"4846","1","4","HOU"
"4847","4","2","LAD"
"4848","4","0","LAD"
"4849","3","4","HOU"
"4850","3","4","HOU"
"4851","4","0","LAD"
"4852","4","1","LAD"
"4853","3","4","HOU"
"4854","0","4","HOU"
"4855","4","1","LAD"
"4856","4","2","LAD"
"4857","1","4","HOU"
"4858","4","2","LAD"
"4859","1","4","HOU"
"4860","4","3","LAD"
"4861","4","0","LAD"
"4862","4","3","LAD"
"4863","4","1","LAD"
"4864","1","4","HOU"
"4865","3","4","HOU"
"4866","3","4","HOU"
"4867","3","4","HOU"
"4868","4","0","LAD"
"4869","3","4","HOU"
"4870","4","0","LAD"
"4871","2","4","HOU"
"4872","4","2","LAD"
"4873","4","0","LAD"
"4874","4","2","LAD"
"4875","2","4","HOU"
"4876","2","4","HOU"
"4877","4","1","LAD"
"4878","4","3","LAD"
"4879","4","0","LAD"
"4880","4","3","LAD"
"4881","4","2","LAD"
"4882","3","4","HOU"
"4883","2","4","HOU"
"4884","4","0","LAD"
"4885","2","4","HOU"
"4886","2","4","HOU"
"4887","4","2","LAD"
"4888","4","3","LAD"
"4889","4","1","LAD"
"4890","3","4","HOU"
"4891","4","1","LAD"
"4892","2","4","HOU"
"4893","4","3","LAD"
"4894","0","4","HOU"
"4895","4","2","LAD"
"4896","4","2","LAD"
"4897","4","2","LAD"
"4898","0","4","HOU"
"4899","4","1","LAD"
"4900","4","3","LAD"
"4901","4","2","LAD"
"4902","4","1","LAD"
"4903","4","3","LAD"
"4904","4","1","LAD"
"4905","4","3","LAD"
"4906","3","4","HOU"
"4907","4","3","LAD"
"4908","4","0","LAD"
"4909","4","1","LAD"
"4910","4","1","LAD"
"4911","3","4","HOU"
"4912","2","4","HOU"
"4913","3","4","HOU"
"4914","4","2","LAD"
"4915","4","1","LAD"
"4916","1","4","HOU"
"4917","4","2","LAD"
"4918","4","2","LAD"
"4919","4","3","LAD"
"4920","3","4","HOU"
"4921","4","2","LAD"
"4922","4","3","LAD"
"4923","4","1","LAD"
"4924","4","1","LAD"
"4925","2","4","HOU"
"4926","1","4","HOU"
"4927","4","1","LAD"
"4928","0","4","HOU"
"4929","4","2","LAD"
"4930","4","2","LAD"
"4931","4","3","LAD"
"4932","3","4","HOU"
"4933","4","2","LAD"
"4934","2","4","HOU"
"4935","3","4","HOU"
"4936","3","4","HOU"
"4937","3","4","HOU"
"4938","4","3","LAD"
"4939","2","4","HOU"
"4940","4","2","LAD"
"4941","4","3","LAD"
"4942","4","1","LAD"
"4943","3","4","HOU"
"4944","4","1","LAD"
"4945","4","1","LAD"
"4946","1","4","HOU"
"4947","4","0","LAD"
"4948","3","4","HOU"
"4949","2","4","HOU"
"4950","4","1","LAD"
"4951","4","3","LAD"
"4952","3","4","HOU"
"4953","3","4","HOU"
"4954","3","4","HOU"
"4955","4","3","LAD"
"4956","0","4","HOU"
"4957","3","4","HOU"
"4958","0","4","HOU"
"4959","4","1","LAD"
"4960","4","2","LAD"
"4961","1","4","HOU"
"4962","3","4","HOU"
"4963","1","4","HOU"
"4964","2","4","HOU"
"4965","4","1","LAD"
"4966","0","4","HOU"
"4967","0","4","HOU"
"4968","4","1","LAD"
"4969","2","4","HOU"
"4970","4","1","LAD"
"4971","4","1","LAD"
"4972","0","4","HOU"
"4973","4","3","LAD"
"4974","2","4","HOU"
"4975","4","3","LAD"
"4976","3","4","HOU"
"4977","4","1","LAD"
"4978","4","3","LAD"
"4979","2","4","HOU"
"4980","0","4","HOU"
"4981","0","4","HOU"
"4982","4","3","LAD"
"4983","1","4","HOU"
"4984","4","2","LAD"
"4985","4","2","LAD"
"4986","4","2","LAD"
"4987","4","3","LAD"
"4988","4","0","LAD"
"4989","0","4","HOU"
"4990","2","4","HOU"
"4991","2","4","HOU"
"4992","3","4","HOU"
"4993","0","4","HOU"
"4994","2","4","HOU"
"4995","4","0","LAD"
"4996","4","2","LAD"
"4997","2","4","HOU"
"4998","2","4","HOU"
"4999","4","2","LAD"
"5000","4","1","LAD"
"5001","3","4","HOU"
"5002","3","4","HOU"
"5003","4","2","LAD"
"5004","3","4","HOU"
"5005","3","4","HOU"
"5006","4","1","LAD"
"5007","0","4","HOU"
"5008","2","4","HOU"
"5009","4","0","LAD"
"5010","4","1","LAD"
"5011","4","3","LAD"
"5012","4","2","LAD"
"5013","4","1","LAD"
"5014","4","2","LAD"
"5015","4","3","LAD"
"5016","4","2","LAD"
"5017","3","4","HOU"
"5018","3","4","HOU"
"5019","4","1","LAD"
"5020","4","1","LAD"
"5021","4","3","LAD"
"5022","4","2","LAD"
"5023","2","4","HOU"
"5024","1","4","HOU"
"5025","2","4","HOU"
"5026","4","1","LAD"
"5027","3","4","HOU"
"5028","2","4","HOU"
"5029","4","1","LAD"
"5030","4","1","LAD"
"5031","4","2","LAD"
"5032","4","1","LAD"
"5033","3","4","HOU"
"5034","3","4","HOU"
"5035","3","4","HOU"
"5036","4","0","LAD"
"5037","3","4","HOU"
"5038","2","4","HOU"
"5039","3","4","HOU"
"5040","4","2","LAD"
"5041","2","4","HOU"
"5042","4","2","LAD"
"5043","0","4","HOU"
"5044","4","1","LAD"
"5045","4","3","LAD"
"5046","3","4","HOU"
"5047","4","2","LAD"
"5048","4","3","LAD"
"5049","4","2","LAD"
"5050","3","4","HOU"
"5051","4","2","LAD"
"5052","2","4","HOU"
"5053","3","4","HOU"
"5054","4","1","LAD"
"5055","3","4","HOU"
"5056","0","4","HOU"
"5057","3","4","HOU"
"5058","3","4","HOU"
"5059","4","2","LAD"
"5060","2","4","HOU"
"5061","3","4","HOU"
"5062","4","3","LAD"
"5063","4","2","LAD"
"5064","4","2","LAD"
"5065","4","1","LAD"
"5066","4","1","LAD"
"5067","4","2","LAD"
"5068","4","3","LAD"
"5069","4","1","LAD"
"5070","4","2","LAD"
"5071","4","0","LAD"
"5072","4","1","LAD"
"5073","0","4","HOU"
"5074","3","4","HOU"
"5075","4","1","LAD"
"5076","1","4","HOU"
"5077","4","1","LAD"
"5078","1","4","HOU"
"5079","4","2","LAD"
"5080","4","2","LAD"
"5081","4","1","LAD"
"5082","2","4","HOU"
"5083","2","4","HOU"
"5084","2","4","HOU"
"5085","4","2","LAD"
"5086","2","4","HOU"
"5087","4","1","LAD"
"5088","4","1","LAD"
"5089","1","4","HOU"
"5090","4","0","LAD"
"5091","4","1","LAD"
"5092","2","4","HOU"
"5093","4","2","LAD"
"5094","2","4","HOU"
"5095","4","1","LAD"
"5096","4","1","LAD"
"5097","4","1","LAD"
"5098","4","3","LAD"
"5099","0","4","HOU"
"5100","4","0","LAD"
"5101","4","2","LAD"
"5102","4","3","LAD"
"5103","4","0","LAD"
"5104","4","3","LAD"
"5105","4","2","LAD"
"5106","2","4","HOU"
"5107","2","4","HOU"
"5108","4","1","LAD"
"5109","2","4","HOU"
"5110","4","1","LAD"
"5111","2","4","HOU"
"5112","2","4","HOU"
"5113","4","2","LAD"
"5114","4","2","LAD"
"5115","0","4","HOU"
"5116","0","4","HOU"
"5117","3","4","HOU"
"5118","4","1","LAD"
"5119","3","4","HOU"
"5120","0","4","HOU"
"5121","4","3","LAD"
"5122","4","0","LAD"
"5123","2","4","HOU"
"5124","4","2","LAD"
"5125","0","4","HOU"
"5126","2","4","HOU"
"5127","0","4","HOU"
"5128","4","2","LAD"
"5129","4","2","LAD"
"5130","2","4","HOU"
"5131","2","4","HOU"
"5132","4","2","LAD"
"5133","3","4","HOU"
"5134","4","3","LAD"
"5135","1","4","HOU"
"5136","3","4","HOU"
"5137","3","4","HOU"
"5138","4","3","LAD"
"5139","4","3","LAD"
"5140","3","4","HOU"
"5141","4","3","LAD"
"5142","4","3","LAD"
"5143","4","1","LAD"
"5144","4","1","LAD"
"5145","3","4","HOU"
"5146","3","4","HOU"
"5147","2","4","HOU"
"5148","4","2","LAD"
"5149","4","3","LAD"
"5150","4","0","LAD"
"5151","2","4","HOU"
"5152","4","2","LAD"
"5153","4","1","LAD"
"5154","4","1","LAD"
"5155","4","2","LAD"
"5156","3","4","HOU"
"5157","3","4","HOU"
"5158","3","4","HOU"
"5159","3","4","HOU"
"5160","2","4","HOU"
"5161","3","4","HOU"
"5162","4","2","LAD"
"5163","4","0","LAD"
"5164","4","3","LAD"
"5165","2","4","HOU"
"5166","3","4","HOU"
"5167","2","4","HOU"
"5168","2","4","HOU"
"5169","3","4","HOU"
"5170","3","4","HOU"
"5171","1","4","HOU"
"5172","4","1","LAD"
"5173","4","2","LAD"
"5174","4","1","LAD"
"5175","4","0","LAD"
"5176","4","1","LAD"
"5177","4","2","LAD"
"5178","4","3","LAD"
"5179","4","1","LAD"
"5180","2","4","HOU"
"5181","4","1","LAD"
"5182","1","4","HOU"
"5183","4","3","LAD"
"5184","2","4","HOU"
"5185","4","2","LAD"
"5186","4","1","LAD"
"5187","4","2","LAD"
"5188","3","4","HOU"
"5189","4","0","LAD"
"5190","4","1","LAD"
"5191","1","4","HOU"
"5192","4","1","LAD"
"5193","3","4","HOU"
"5194","1","4","HOU"
"5195","3","4","HOU"
"5196","4","2","LAD"
"5197","3","4","HOU"
"5198","4","3","LAD"
"5199","1","4","HOU"
"5200","0","4","HOU"
"5201","2","4","HOU"
"5202","4","2","LAD"
"5203","4","0","LAD"
"5204","3","4","HOU"
"5205","2","4","HOU"
"5206","4","3","LAD"
"5207","1","4","HOU"
"5208","4","2","LAD"
"5209","3","4","HOU"
"5210","3","4","HOU"
"5211","3","4","HOU"
"5212","4","2","LAD"
"5213","3","4","HOU"
"5214","4","2","LAD"
"5215","4","1","LAD"
"5216","4","1","LAD"
"5217","4","3","LAD"
"5218","1","4","HOU"
"5219","4","1","LAD"
"5220","4","3","LAD"
"5221","4","2","LAD"
"5222","4","0","LAD"
"5223","4","2","LAD"
"5224","0","4","HOU"
"5225","3","4","HOU"
"5226","4","2","LAD"
"5227","4","3","LAD"
"5228","4","2","LAD"
"5229","4","3","LAD"
"5230","2","4","HOU"
"5231","4","3","LAD"
"5232","3","4","HOU"
"5233","2","4","HOU"
"5234","1","4","HOU"
"5235","4","1","LAD"
"5236","4","1","LAD"
"5237","4","2","LAD"
"5238","4","2","LAD"
"5239","4","1","LAD"
"5240","4","3","LAD"
"5241","1","4","HOU"
"5242","1","4","HOU"
"5243","4","3","LAD"
"5244","4","3","LAD"
"5245","3","4","HOU"
"5246","0","4","HOU"
"5247","2","4","HOU"
"5248","4","1","LAD"
"5249","1","4","HOU"
"5250","4","2","LAD"
"5251","4","3","LAD"
"5252","3","4","HOU"
"5253","3","4","HOU"
"5254","3","4","HOU"
"5255","4","0","LAD"
"5256","3","4","HOU"
"5257","3","4","HOU"
"5258","0","4","HOU"
"5259","4","2","LAD"
"5260","4","0","LAD"
"5261","4","1","LAD"
"5262","3","4","HOU"
"5263","1","4","HOU"
"5264","3","4","HOU"
"5265","2","4","HOU"
"5266","2","4","HOU"
"5267","4","1","LAD"
"5268","2","4","HOU"
"5269","4","1","LAD"
"5270","4","1","LAD"
"5271","4","3","LAD"
"5272","4","1","LAD"
"5273","4","1","LAD"
"5274","3","4","HOU"
"5275","2","4","HOU"
"5276","4","3","LAD"
"5277","4","0","LAD"
"5278","4","2","LAD"
"5279","4","1","LAD"
"5280","1","4","HOU"
"5281","4","1","LAD"
"5282","4","0","LAD"
"5283","1","4","HOU"
"5284","3","4","HOU"
"5285","3","4","HOU"
"5286","4","1","LAD"
"5287","4","1","LAD"
"5288","1","4","HOU"
"5289","4","2","LAD"
"5290","4","1","LAD"
"5291","3","4","HOU"
"5292","4","2","LAD"
"5293","3","4","HOU"
"5294","4","2","LAD"
"5295","4","0","LAD"
"5296","1","4","HOU"
"5297","4","3","LAD"
"5298","1","4","HOU"
"5299","2","4","HOU"
"5300","3","4","HOU"
"5301","1","4","HOU"
"5302","4","2","LAD"
"5303","4","2","LAD"
"5304","4","2","LAD"
"5305","4","1","LAD"
"5306","4","3","LAD"
"5307","4","3","LAD"
"5308","3","4","HOU"
"5309","4","2","LAD"
"5310","2","4","HOU"
"5311","4","2","LAD"
"5312","2","4","HOU"
"5313","4","1","LAD"
"5314","1","4","HOU"
"5315","4","2","LAD"
"5316","4","1","LAD"
"5317","4","1","LAD"
"5318","1","4","HOU"
"5319","2","4","HOU"
"5320","3","4","HOU"
"5321","4","0","LAD"
"5322","4","1","LAD"
"5323","2","4","HOU"
"5324","2","4","HOU"
"5325","3","4","HOU"
"5326","4","0","LAD"
"5327","4","2","LAD"
"5328","3","4","HOU"
"5329","4","3","LAD"
"5330","4","1","LAD"
"5331","4","2","LAD"
"5332","3","4","HOU"
"5333","4","3","LAD"
"5334","4","1","LAD"
"5335","4","2","LAD"
"5336","2","4","HOU"
"5337","4","0","LAD"
"5338","4","1","LAD"
"5339","4","2","LAD"
"5340","4","2","LAD"
"5341","3","4","HOU"
"5342","4","3","LAD"
"5343","3","4","HOU"
"5344","4","3","LAD"
"5345","3","4","HOU"
"5346","4","1","LAD"
"5347","4","3","LAD"
"5348","4","3","LAD"
"5349","4","3","LAD"
"5350","4","2","LAD"
"5351","1","4","HOU"
"5352","4","2","LAD"
"5353","0","4","HOU"
"5354","4","0","LAD"
"5355","4","1","LAD"
"5356","1","4","HOU"
"5357","2","4","HOU"
"5358","4","2","LAD"
"5359","2","4","HOU"
"5360","0","4","HOU"
"5361","2","4","HOU"
"5362","0","4","HOU"
"5363","4","1","LAD"
"5364","4","1","LAD"
"5365","4","2","LAD"
"5366","4","3","LAD"
"5367","3","4","HOU"
"5368","4","1","LAD"
"5369","4","1","LAD"
"5370","4","2","LAD"
"5371","4","2","LAD"
"5372","4","1","LAD"
"5373","4","2","LAD"
"5374","2","4","HOU"
"5375","4","1","LAD"
"5376","4","2","LAD"
"5377","2","4","HOU"
"5378","4","0","LAD"
"5379","4","3","LAD"
"5380","4","2","LAD"
"5381","4","0","LAD"
"5382","4","3","LAD"
"5383","3","4","HOU"
"5384","4","2","LAD"
"5385","0","4","HOU"
"5386","1","4","HOU"
"5387","0","4","HOU"
"5388","4","3","LAD"
"5389","4","3","LAD"
"5390","4","1","LAD"
"5391","3","4","HOU"
"5392","0","4","HOU"
"5393","1","4","HOU"
"5394","0","4","HOU"
"5395","3","4","HOU"
"5396","3","4","HOU"
"5397","3","4","HOU"
"5398","4","2","LAD"
"5399","4","0","LAD"
"5400","4","1","LAD"
"5401","4","2","LAD"
"5402","4","3","LAD"
"5403","3","4","HOU"
"5404","4","1","LAD"
"5405","3","4","HOU"
"5406","1","4","HOU"
"5407","4","0","LAD"
"5408","4","2","LAD"
"5409","4","3","LAD"
"5410","4","2","LAD"
"5411","1","4","HOU"
"5412","4","1","LAD"
"5413","3","4","HOU"
"5414","4","3","LAD"
"5415","4","1","LAD"
"5416","4","3","LAD"
"5417","4","2","LAD"
"5418","4","2","LAD"
"5419","4","3","LAD"
"5420","4","1","LAD"
"5421","0","4","HOU"
"5422","4","1","LAD"
"5423","4","2","LAD"
"5424","4","1","LAD"
"5425","4","3","LAD"
"5426","4","0","LAD"
"5427","3","4","HOU"
"5428","3","4","HOU"
"5429","1","4","HOU"
"5430","4","0","LAD"
"5431","3","4","HOU"
"5432","3","4","HOU"
"5433","1","4","HOU"
"5434","2","4","HOU"
"5435","3","4","HOU"
"5436","3","4","HOU"
"5437","4","3","LAD"
"5438","1","4","HOU"
"5439","4","0","LAD"
"5440","0","4","HOU"
"5441","1","4","HOU"
"5442","4","2","LAD"
"5443","0","4","HOU"
"5444","4","2","LAD"
"5445","4","2","LAD"
"5446","3","4","HOU"
"5447","4","0","LAD"
"5448","1","4","HOU"
"5449","4","2","LAD"
"5450","1","4","HOU"
"5451","0","4","HOU"
"5452","4","1","LAD"
"5453","4","1","LAD"
"5454","4","0","LAD"
"5455","4","3","LAD"
"5456","4","2","LAD"
"5457","4","0","LAD"
"5458","3","4","HOU"
"5459","3","4","HOU"
"5460","4","1","LAD"
"5461","4","1","LAD"
"5462","0","4","HOU"
"5463","1","4","HOU"
"5464","2","4","HOU"
"5465","4","2","LAD"
"5466","4","2","LAD"
"5467","1","4","HOU"
"5468","4","3","LAD"
"5469","4","2","LAD"
"5470","4","2","LAD"
"5471","4","3","LAD"
"5472","4","1","LAD"
"5473","0","4","HOU"
"5474","4","1","LAD"
"5475","3","4","HOU"
"5476","4","0","LAD"
"5477","3","4","HOU"
"5478","1","4","HOU"
"5479","3","4","HOU"
"5480","3","4","HOU"
"5481","3","4","HOU"
"5482","4","2","LAD"
"5483","3","4","HOU"
"5484","3","4","HOU"
"5485","2","4","HOU"
"5486","1","4","HOU"
"5487","4","2","LAD"
"5488","4","0","LAD"
"5489","4","2","LAD"
"5490","4","2","LAD"
"5491","4","3","LAD"
"5492","3","4","HOU"
"5493","3","4","HOU"
"5494","4","2","LAD"
"5495","4","2","LAD"
"5496","0","4","HOU"
"5497","4","2","LAD"
"5498","3","4","HOU"
"5499","4","1","LAD"
"5500","4","3","LAD"
"5501","1","4","HOU"
"5502","3","4","HOU"
"5503","3","4","HOU"
"5504","2","4","HOU"
"5505","2","4","HOU"
"5506","4","0","LAD"
"5507","3","4","HOU"
"5508","3","4","HOU"
"5509","4","2","LAD"
"5510","4","3","LAD"
"5511","4","3","LAD"
"5512","0","4","HOU"
"5513","4","1","LAD"
"5514","4","2","LAD"
"5515","4","1","LAD"
"5516","0","4","HOU"
"5517","1","4","HOU"
"5518","4","1","LAD"
"5519","4","1","LAD"
"5520","4","2","LAD"
"5521","4","2","LAD"
"5522","2","4","HOU"
"5523","2","4","HOU"
"5524","3","4","HOU"
"5525","3","4","HOU"
"5526","2","4","HOU"
"5527","4","2","LAD"
"5528","4","3","LAD"
"5529","4","2","LAD"
"5530","4","2","LAD"
"5531","4","2","LAD"
"5532","4","2","LAD"
"5533","3","4","HOU"
"5534","3","4","HOU"
"5535","2","4","HOU"
"5536","4","1","LAD"
"5537","3","4","HOU"
"5538","4","2","LAD"
"5539","4","0","LAD"
"5540","1","4","HOU"
"5541","4","2","LAD"
"5542","4","1","LAD"
"5543","2","4","HOU"
"5544","0","4","HOU"
"5545","2","4","HOU"
"5546","3","4","HOU"
"5547","0","4","HOU"
"5548","3","4","HOU"
"5549","0","4","HOU"
"5550","0","4","HOU"
"5551","4","1","LAD"
"5552","3","4","HOU"
"5553","4","1","LAD"
"5554","4","3","LAD"
"5555","1","4","HOU"
"5556","3","4","HOU"
"5557","1","4","HOU"
"5558","2","4","HOU"
"5559","4","2","LAD"
"5560","4","1","LAD"
"5561","3","4","HOU"
"5562","1","4","HOU"
"5563","4","2","LAD"
"5564","2","4","HOU"
"5565","4","3","LAD"
"5566","2","4","HOU"
"5567","4","1","LAD"
"5568","1","4","HOU"
"5569","0","4","HOU"
"5570","4","1","LAD"
"5571","4","0","LAD"
"5572","2","4","HOU"
"5573","4","3","LAD"
"5574","0","4","HOU"
"5575","2","4","HOU"
"5576","4","2","LAD"
"5577","1","4","HOU"
"5578","4","1","LAD"
"5579","4","2","LAD"
"5580","0","4","HOU"
"5581","2","4","HOU"
"5582","4","2","LAD"
"5583","3","4","HOU"
"5584","4","1","LAD"
"5585","2","4","HOU"
"5586","4","2","LAD"
"5587","3","4","HOU"
"5588","4","3","LAD"
"5589","4","1","LAD"
"5590","4","1","LAD"
"5591","4","1","LAD"
"5592","4","2","LAD"
"5593","4","2","LAD"
"5594","3","4","HOU"
"5595","4","3","LAD"
"5596","4","1","LAD"
"5597","4","2","LAD"
"5598","4","3","LAD"
"5599","4","1","LAD"
"5600","4","3","LAD"
"5601","4","3","LAD"
